Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001364298,1,1,4,1,0,0,0,0,0,0,0,5,0,0,0,0
NR_103553,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0
NR_109951,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
NR_104631,0,0,0,3,2,0,0,1,5,5,2,8,0,0,1,1
NM_001168355,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
NM_001323506,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
NM_152756,23,14,41,156,36,16,36,116,30,15,17,239,54,31,65,317
NM_001243093,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0
NM_001737,5,3,0,4,2,1,0,4,0,0,0,2,1,1,2,4
NM_001244871,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001343,3,1,0,3,1,1,2,0,1,0,0,0,2,2,3,0
NR_104632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000958,4,2,6,9,0,0,0,9,0,0,0,19,0,0,1,26
NM_012382,86,49,107,145,115,60,78,136,108,55,65,270,114,61,114,249
NM_006251,15,13,16,37,22,8,14,45,10,5,6,61,16,5,21,59
NM_001355037,15,13,16,40,22,8,14,46,10,5,6,59,17,6,21,66
NR_159993,85,40,99,129,75,40,108,156,64,37,55,302,150,80,158,259
NM_032587,37,16,34,57,66,27,44,103,67,42,31,143,94,54,100,78
NM_000587,1,1,0,1,1,1,3,1,0,0,0,0,0,0,0,0
NM_173489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001115131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001005473,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001364299,62,29,62,118,60,33,36,89,58,29,33,240,98,54,106,214
NM_001364303,32,16,29,41,20,7,13,15,36,17,19,82,20,8,17,27
NM_175921,44,27,38,73,68,33,37,67,47,34,24,90,96,53,76,120
NM_001297437,92,44,92,235,95,56,58,184,87,46,41,349,131,75,149,372
NM_033484,92,44,95,238,95,56,58,186,87,46,41,343,131,75,149,379
NM_012176,91,43,97,227,93,56,56,188,90,47,41,335,136,77,158,395
NR_104635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_000163,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
NM_001134848,16,9,20,28,13,7,20,22,9,4,5,8,19,14,20,13
NM_001085486,8,4,6,21,6,3,11,10,0,0,0,22,21,9,11,8
NR_104643,39,15,45,166,68,43,42,119,42,23,23,341,60,36,52,208
NR_104651,62,31,83,156,76,41,57,123,95,49,63,310,111,50,116,206
NR_015447,34,15,35,167,81,38,63,155,33,19,21,232,56,33,52,266
NR_102752,86,45,108,236,93,52,71,161,99,51,62,417,155,70,152,373
NM_001330707,22,11,21,78,29,18,26,82,46,27,23,184,41,16,40,104
NM_001297548,38,15,34,150,56,32,43,146,73,44,31,271,99,46,120,316
NM_153361,5,3,6,44,16,7,10,29,4,2,2,54,10,5,16,77
NM_001324220,90,35,102,249,106,56,73,170,71,52,51,255,178,97,166,329
NM_001301873,0,0,0,0,8,5,10,13,0,0,0,7,0,0,0,6
NM_022483,150,83,158,343,148,84,135,322,116,64,76,455,249,135,266,642
NM_198566,46,25,32,58,57,29,41,102,61,27,30,133,147,73,143,177
NM_183323,53,22,62,117,63,34,51,109,63,34,29,252,67,36,84,272
NR_073113,69,38,80,133,61,30,50,126,56,25,46,185,124,62,122,184
NM_012343,62,32,60,121,52,25,40,121,65,34,45,143,125,65,122,175
NM_004465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_108034,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_131946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NR_109862,34,20,42,50,37,20,39,81,53,29,35,127,57,28,67,111
NM_016640,41,25,54,88,51,26,50,86,41,27,26,188,70,32,71,159
NM_021072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_198449,22,6,26,98,27,11,21,80,41,17,21,144,44,21,48,179
NM_001178055,86,43,102,182,51,26,44,94,53,27,50,431,123,71,128,205
NR_046243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147166,0,0,0,1,0,0,0,0,0,0,0,1,4,1,5,4
NM_015946,42,25,54,133,30,16,34,66,49,25,23,112,98,46,85,200
NR_073103,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
NM_004531,35,17,30,78,18,11,12,53,44,25,12,126,33,20,22,94
NR_104654,26,14,29,61,17,9,7,51,43,25,13,90,32,20,21,89
NM_006350,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
NM_002495,38,23,36,46,58,32,28,53,44,29,29,59,55,28,57,88
NR_147168,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
NM_019087,47,22,62,47,46,15,54,72,50,32,48,68,74,38,120,83
NR_126379,0,0,0,1,0,0,0,2,0,0,1,5,0,0,0,0
NM_052870,0,0,0,12,0,0,0,5,5,1,0,16,11,8,6,29
NR_104658,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_001135604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_006144,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0
NM_001145734,0,0,0,3,0,0,0,0,0,0,0,0,3,2,1,0
NM_001306201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
NM_001190787,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,5
NM_001345965,34,15,33,47,31,16,21,53,22,16,15,75,74,38,66,96
NM_015360,63,36,62,74,59,26,50,98,31,20,26,126,109,52,100,131
NR_103485,18,10,20,56,29,13,10,36,25,16,15,81,54,35,59,100
NM_003711,13,7,12,46,24,12,7,31,22,14,12,74,48,32,42,93
NR_001575,6,5,3,43,15,8,8,15,20,14,11,74,34,18,32,85
NM_001349385,18,9,13,20,12,7,10,14,24,15,14,38,42,30,23,40
NM_173514,18,9,13,20,12,7,10,16,22,14,13,40,42,30,23,40
NM_001166533,0,0,0,3,0,0,0,0,1,1,0,0,1,1,0,0
NM_024415,0,0,0,3,0,0,0,0,1,1,0,0,1,1,0,0
NM_001297570,3,3,5,2,0,0,0,1,0,0,0,7,0,0,0,0
NM_002184,39,26,50,107,37,20,52,102,41,24,22,113,73,39,94,161
NR_102755,22,13,30,82,27,18,30,63,24,13,11,86,60,32,73,94
NM_024669,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR_104664,3,1,1,0,1,0,1,2,0,0,0,0,4,2,2,18
NR_161255,0,0,0,3,1,1,4,2,3,3,1,0,3,1,0,0
NM_005921,6,2,2,14,18,8,11,15,4,2,3,24,10,6,6,35
NM_001323022,18,10,9,31,10,8,12,38,20,13,13,141,33,12,28,38
NM_001323019,18,8,10,38,9,7,11,39,17,13,10,130,28,8,20,56
NM_001297598,10,5,13,28,4,2,4,27,7,6,1,34,3,1,11,21
NM_001331037,45,25,43,105,40,19,30,77,24,16,19,181,84,43,77,167
NM_022913,49,27,47,121,41,20,33,84,27,18,23,206,90,46,84,175
NR_120607,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NR_104668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_109900,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0
NR_104669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001252226,14,5,9,22,15,8,9,42,9,8,3,28,24,13,25,42
NM_001304428,1,1,2,4,0,0,0,0,0,0,0,6,2,1,5,0
NR_109904,0,0,1,0,0,0,0,3,1,1,1,2,2,0,2,4
NM_001317915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001364599,34,20,37,77,49,27,31,59,68,34,33,261,56,29,55,89
NM_001364600,72,38,75,64,88,42,55,48,116,66,74,173,92,48,95,73
NM_001364601,4,1,12,15,6,1,6,19,22,14,16,41,3,1,3,15
NR_024617,49,26,46,79,87,42,61,59,69,42,31,138,93,47,87,86
NR_028508,49,27,52,66,68,32,55,56,32,20,18,132,82,40,84,75
NM_001145208,32,14,34,62,62,35,48,73,32,19,12,114,43,24,58,119
NM_001104558,1,0,2,7,9,1,11,16,1,0,0,25,8,5,7,24
NM_001297618,1,0,2,7,10,1,13,16,1,0,0,25,8,5,7,20
NM_000082,41,24,38,49,40,21,32,51,36,27,40,90,77,35,83,81
NM_001007234,41,24,37,49,40,21,32,51,36,27,40,90,77,35,83,81
NM_174889,42,25,41,67,42,22,32,56,47,31,45,120,90,42,94,106
NM_001048249,85,46,91,146,94,52,66,210,99,54,55,276,143,77,139,341
NR_109908,84,43,81,144,67,36,52,175,85,47,43,301,157,77,135,280
NR_146624,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
NM_020928,8,4,6,31,11,6,5,21,9,3,7,80,26,15,18,32
NR_161251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_109910,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243952,26,12,21,39,30,15,25,48,20,11,6,81,41,21,45,95
NM_001348077,52,30,54,95,67,35,41,81,82,55,50,143,111,53,105,155
NM_016338,27,16,23,38,30,17,22,54,19,10,15,45,40,22,42,62
NM_178532,0,0,0,26,0,0,0,1,0,0,0,9,2,0,0,11
NM_001029875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_073511,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_001164442,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
NM_173829,42,23,39,48,56,30,28,62,58,34,28,83,62,34,53,76
NM_001297645,35,20,41,34,49,29,27,55,46,25,28,64,69,38,61,83
NM_001364478,35,20,41,31,50,29,28,54,46,25,28,63,69,38,61,83
NM_197941,34,17,27,53,15,8,11,48,21,11,12,66,47,21,32,39
NM_001349369,81,35,91,137,93,48,66,108,84,44,49,170,131,58,111,210
NM_001278926,82,36,92,106,91,49,66,99,74,39,44,173,126,56,105,155
NM_015342,82,36,96,112,84,47,68,88,68,37,43,171,124,53,100,154
NM_001656,20,9,25,44,22,13,10,14,23,15,17,56,24,14,23,66
NM_001243737,20,9,26,38,28,15,17,20,12,7,6,56,35,17,31,37
NM_001365341,25,11,31,46,28,15,24,37,20,14,12,62,41,21,34,41
NM_019072,11,2,10,40,19,12,10,35,17,10,9,49,35,15,34,44
NM_020726,12,2,10,52,22,15,11,47,25,16,15,42,48,20,40,41
NM_001006600,114,57,119,317,164,85,137,240,134,72,63,579,168,86,179,530
NM_001253698,107,54,114,304,159,83,131,233,124,67,61,578,167,86,176,528
NM_001270492,64,38,66,136,79,40,70,126,46,26,23,220,93,43,83,190
NM_139168,96,54,65,189,104,50,88,150,80,52,55,322,134,70,140,291
NR_146488,0,0,0,1,2,0,8,3,5,5,2,1,0,0,0,1
NR_105001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NM_198828,0,0,0,0,3,1,2,0,0,0,0,2,0,0,0,6
NM_005582,3,2,5,15,0,0,0,6,12,8,1,6,24,13,21,24
NR_147169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_130779,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NR_105003,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
NM_181523,50,23,54,146,63,30,33,74,36,25,25,128,83,45,57,210
NR_130778,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,1
NM_024055,16,8,19,46,21,12,22,34,15,8,3,84,49,31,43,61
NM_001354845,19,10,19,37,30,11,23,69,18,8,12,59,28,17,30,107
NM_022909,37,19,30,83,46,25,27,102,31,16,15,102,64,35,56,177
NM_001297697,41,20,47,65,73,40,37,118,29,15,21,101,69,35,88,113
NM_001015891,63,35,80,115,66,30,54,105,68,31,45,156,156,74,144,157
NM_001015892,57,30,72,108,63,27,59,101,66,31,51,151,142,63,123,180
NM_133343,52,26,48,128,78,43,44,108,55,28,29,136,110,63,93,203
NM_001244734,55,29,61,268,84,49,68,187,60,36,29,492,61,38,79,355
NM_002538,13,7,17,40,30,14,13,39,14,6,4,76,14,7,18,44
NM_001042490,282,142,258,436,310,158,244,481,251,140,193,893,459,234,425,683
NR_029426,121,76,169,215,113,64,96,227,90,53,70,376,154,84,154,269
NM_022968,62,28,70,64,54,33,32,92,28,17,14,75,77,32,58,85
NM_001178087,63,28,72,64,60,38,41,98,28,17,14,84,83,36,62,91
NM_022875,77,38,74,201,96,56,69,236,59,30,29,243,66,38,63,158
NM_021967,62,28,70,64,54,33,32,93,28,17,14,77,75,31,56,85
NM_022978,63,28,72,64,60,38,41,99,28,17,14,86,81,35,60,91
NM_001297715,77,35,79,200,98,56,73,231,62,34,29,241,66,40,58,161
NR_026578,9,5,11,24,1,1,2,19,3,2,5,29,8,6,11,17
NR_027028,29,14,29,62,40,11,30,47,29,13,15,127,46,20,41,61
NR_003922,0,0,0,4,0,0,0,0,0,0,0,0,2,1,1,1
NM_001363147,106,56,103,174,125,64,83,245,83,42,41,276,157,93,149,264
NM_005909,3,2,3,4,0,0,0,4,4,1,3,1,0,0,0,0
NM_001286751,65,28,67,49,64,39,46,109,40,22,24,87,88,42,99,110
NM_001284404,59,26,68,47,61,38,46,103,48,26,32,104,94,45,101,111
NM_024754,57,26,66,45,61,38,46,103,48,26,32,104,94,45,101,111
NM_152625,8,4,5,11,9,4,10,17,6,2,7,18,10,5,9,31
NR_105008,12,6,6,28,12,7,9,52,10,6,4,24,25,14,18,46
NR_105007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002270,53,30,42,161,69,30,39,150,33,18,27,197,101,50,105,270
NM_001364295,56,30,43,174,62,29,37,149,39,21,28,202,103,51,99,321
NM_001364296,80,34,86,168,43,20,38,130,85,49,60,246,115,55,70,264
NM_138782,6,3,6,21,7,4,9,9,15,4,8,13,8,5,1,21
NM_001161342,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
NR_134252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_134291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126410,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_001207,65,40,72,105,69,37,41,117,48,22,35,137,127,71,101,148
NM_023039,53,26,65,56,39,18,29,69,48,28,23,68,60,29,53,78
NM_001284430,48,24,53,60,37,18,24,64,57,33,28,121,56,28,47,98
NM_032175,48,24,53,60,37,18,24,64,57,33,28,121,57,29,51,101
NM_001080479,0,0,2,4,3,2,1,1,0,0,0,0,3,2,4,2
NM_001244364,2,1,1,4,9,5,5,0,1,1,1,0,3,1,4,14
NR_105010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_126354,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
NM_001256576,11,4,14,13,2,1,0,20,0,0,0,6,10,6,9,6
NM_001292004,45,21,42,92,28,17,29,153,14,8,5,57,55,26,57,80
NR_104006,44,21,37,54,49,33,31,47,48,28,39,76,87,45,81,113
NM_170681,58,27,46,81,55,35,33,55,69,41,48,125,91,49,85,173
NM_001364506,47,23,37,69,54,35,32,53,58,34,44,88,91,49,85,149
NM_015566,3,1,3,8,14,7,13,2,0,0,0,62,4,3,7,68
NM_001366737,5,5,2,5,4,4,3,2,3,1,0,3,4,2,7,6
NM_001164443,19,13,25,33,17,8,16,22,20,10,2,77,30,14,19,55
NM_001130996,44,23,50,81,56,28,39,112,48,24,32,110,112,70,83,171
NM_031361,28,14,29,79,32,20,15,71,35,19,11,111,84,45,79,167
NM_001130105,34,13,45,70,30,18,17,69,26,16,11,86,66,35,64,92
NM_016218,29,11,30,48,26,18,13,76,31,17,8,90,65,34,60,138
NM_001276713,122,57,120,387,126,60,83,167,82,47,45,542,107,54,141,413
NM_001099271,46,24,56,63,34,22,39,61,45,22,29,123,87,32,72,114
NM_152408,3,1,10,27,1,0,2,10,3,1,4,34,12,5,15,11
NR_149046,46,24,56,62,34,22,39,60,45,22,29,123,88,33,73,113
NM_014979,10,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0
NM_006633,47,19,45,128,21,11,18,51,38,20,21,199,83,39,122,270
NM_001256566,2,1,12,29,9,6,3,4,6,3,2,52,23,13,21,12
NM_001992,3,2,1,7,1,1,2,6,5,3,2,20,13,9,13,11
NM_005242,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
NM_130772,0,0,0,6,0,0,0,0,0,0,0,10,1,0,2,0
NM_001882,0,0,4,4,0,0,0,0,0,0,0,0,4,1,1,0
NM_018046,17,9,27,51,20,11,13,48,23,16,26,71,23,12,29,76
NM_001329564,27,12,21,72,43,21,28,44,13,10,5,33,33,16,19,56
NR_024398,26,13,27,62,39,19,30,33,17,11,6,41,32,18,19,41
NM_001349752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001349753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NM_018268,14,9,21,66,9,4,13,48,13,6,11,113,42,18,36,115
NM_032109,0,0,1,1,0,0,0,5,0,0,0,2,0,0,0,0
NM_001297738,16,10,22,50,42,22,29,71,36,19,16,146,44,23,69,156
NM_001297740,11,8,20,50,42,22,29,68,34,17,16,123,43,22,64,145
NR_105012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NM_001271769,41,19,57,96,39,21,38,114,43,13,26,118,102,55,110,131
NM_003664,39,20,54,91,40,21,40,116,43,13,26,117,91,48,100,133
NR_110885,31,11,40,67,41,21,26,79,21,9,20,111,68,40,56,68
NM_005779,9,4,10,103,16,7,15,57,13,8,9,140,53,27,44,136
NM_000046,49,27,48,175,44,21,51,66,37,19,24,168,62,40,80,255
NM_198709,61,36,81,122,53,28,54,46,74,37,35,215,64,41,65,220
NM_013391,0,0,0,3,2,2,4,1,0,0,0,0,0,0,0,0
NM_017614,0,0,0,3,2,2,4,1,0,0,0,0,0,0,0,0
NM_001713,1,0,2,13,0,0,0,3,2,0,2,11,0,0,0,7
NM_152405,25,14,41,108,24,18,18,82,22,14,21,136,50,34,60,182
NM_004272,27,15,37,106,37,19,34,100,43,25,21,266,42,19,40,156
NM_001277078,27,15,37,107,37,19,34,99,44,26,22,279,35,14,29,164
NM_001114394,75,33,63,71,82,45,48,89,70,39,42,109,123,69,108,96
NM_001349553,79,36,66,71,82,45,48,92,71,40,42,110,124,69,108,97
NM_153610,65,34,50,172,105,55,86,88,62,43,27,297,74,46,73,211
NR_131226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363818,24,11,34,63,35,19,27,84,16,10,17,142,55,27,58,129
NM_001306213,24,11,35,62,36,20,28,84,15,9,16,144,52,25,61,129
NR_109930,0,0,0,5,0,0,0,0,5,3,2,14,0,0,0,6
NM_001174071,25,13,23,42,31,18,22,88,42,29,32,57,64,31,53,93
NM_001284237,23,9,24,50,34,20,32,74,34,22,16,107,101,45,93,118
NM_205548,10,2,9,17,5,3,5,12,4,2,2,18,0,0,0,37
NM_001004441,0,0,0,3,3,1,0,0,1,1,0,5,0,0,0,0
NR_125754,11,4,8,32,18,9,19,7,7,6,0,31,12,6,12,23
NR_110936,52,31,54,80,60,28,39,69,54,32,32,152,60,35,94,140
NM_002439,21,9,25,63,27,11,22,48,18,14,11,160,28,14,37,167
NR_105015,0,0,0,3,0,0,0,4,0,0,0,1,3,1,0,0
NM_006909,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0
NM_001099736,7,4,1,19,11,8,5,13,1,1,0,17,1,0,3,25
NR_034123,50,23,55,66,72,43,41,106,59,35,33,121,105,65,111,104
NM_032280,49,22,55,66,72,43,41,98,59,35,33,116,105,65,111,99
NM_001131035,49,22,55,63,72,43,41,98,59,35,33,116,105,65,111,99
NM_130767,9,5,8,17,12,4,7,14,15,13,8,9,4,2,4,12
NM_001256735,24,15,26,75,14,8,11,106,23,14,15,123,26,11,51,112
NM_001131028,43,23,48,138,71,39,65,176,27,20,22,196,124,61,120,267
NM_001025,123,59,124,281,144,80,114,349,112,58,70,514,206,116,201,587
NM_001349373,86,43,86,78,83,45,54,103,70,37,45,142,145,83,124,59
NR_105016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_174909,103,49,117,179,164,82,114,180,134,73,77,361,191,103,160,322
NM_022550,102,48,118,160,163,81,116,178,126,71,74,303,186,98,161,308
NM_001318013,106,51,124,118,162,81,110,179,112,69,70,251,183,94,163,236
NM_001164097,3,3,2,23,22,12,11,20,0,0,1,12,6,2,4,5
NM_001126336,3,3,2,23,23,13,14,20,0,0,1,12,7,2,6,5
NR_136215,7,2,6,12,4,3,6,4,0,0,0,3,1,1,2,4
NM_001884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NM_005711,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NM_001278642,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NR_003719,2,1,2,6,2,2,2,10,2,0,2,3,1,1,1,19
NM_001867,62,21,64,79,50,23,38,72,46,25,19,125,75,32,90,79
NR_105018,9,4,7,23,0,0,0,5,11,5,8,77,1,1,0,3
NR_130914,1,0,2,2,1,0,0,0,1,0,0,1,0,0,0,1
NM_002890,30,17,56,123,58,31,45,95,28,18,23,248,89,46,102,186
NM_022650,72,40,87,143,55,28,19,72,89,46,48,258,107,56,116,142
NR_157069,40,24,45,91,86,45,55,63,26,17,11,102,88,51,82,145
NR_130929,25,13,35,73,18,13,26,54,58,34,32,123,54,27,49,51
NM_001363539,29,16,38,58,68,33,44,60,17,11,8,81,66,41,63,109
NM_001199189,40,23,47,91,85,45,53,58,24,16,16,100,85,49,78,145
NR_149089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001349407,36,18,33,37,33,18,33,68,60,34,29,71,91,42,105,81
NM_001289007,37,18,35,40,36,20,36,74,36,24,29,70,82,36,103,78
NR_039993,36,18,33,36,33,18,33,68,60,34,29,71,91,42,105,81
NR_105021,0,0,0,1,0,0,0,0,1,0,0,8,3,1,1,0
NR_152235,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,8
NR_152233,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,6
NR_146284,1,0,0,3,1,0,1,5,20,9,9,41,3,0,0,15
NM_001364329,69,28,87,216,93,51,62,219,96,54,38,421,175,99,200,362
NM_001193347,20,6,23,29,17,7,11,3,11,6,2,54,21,10,18,35
NM_001363581,182,93,188,165,197,95,156,67,195,115,99,438,191,97,222,107
NR_109941,189,95,218,319,190,91,141,413,158,89,107,596,339,197,319,443
NR_109940,79,36,90,220,79,43,60,221,97,58,41,428,143,81,180,359
NR_120601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004365,85,35,79,102,102,47,78,112,55,33,33,188,127,69,151,193
NM_203406,29,16,31,64,38,22,20,53,44,24,28,133,75,42,67,109
NM_001370354,44,24,37,118,21,9,18,62,31,18,25,186,49,24,55,147
NM_198273,21,11,14,34,14,7,9,28,31,18,22,68,36,15,45,91
NM_032119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_103548,3,1,2,6,3,1,0,6,3,2,0,8,0,0,0,12
NR_138072,139,64,159,439,99,52,80,419,155,95,83,917,220,127,228,620
NR_027435,194,97,195,672,84,43,61,554,192,115,126,1133,262,127,265,1011
NR_021491,2,0,0,2,3,2,0,5,0,0,0,0,0,0,0,1
NM_005654,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_001163417,45,24,49,74,37,24,26,106,58,31,37,147,62,31,79,88
NM_153216,11,7,9,31,14,4,11,17,14,9,5,60,7,3,9,48
NM_001145678,19,9,22,25,11,7,14,30,20,9,15,32,22,9,26,71
NM_032290,18,8,20,22,11,7,14,30,20,9,14,35,29,12,29,76
NM_024717,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_152548,0,0,1,1,2,1,2,3,0,0,0,9,3,3,0,0
NM_014639,47,26,51,60,39,17,25,80,54,36,21,151,83,46,73,113
NM_198150,40,24,49,40,40,18,21,68,43,27,15,93,63,36,52,85
NM_001131066,11,6,10,28,10,4,17,25,17,7,15,60,33,19,41,30
NM_173362,11,6,10,35,10,4,17,27,17,7,15,62,33,19,41,35
NR_125328,4,2,4,15,1,0,0,3,3,1,2,14,5,3,7,1
NM_001349303,39,21,35,96,27,14,21,30,27,18,11,87,45,17,45,80
NM_014899,16,7,21,91,19,12,15,37,14,9,14,116,56,21,59,71
NM_001243659,45,22,40,75,43,18,36,68,41,19,16,81,92,50,90,71
NR_157807,26,10,39,70,37,19,38,60,59,37,27,138,53,25,69,120
NR_026936,2,2,9,9,7,3,4,4,0,0,2,32,10,7,6,7
NM_012081,29,16,25,72,64,43,42,41,44,33,21,147,85,43,110,73
NR_130776,24,12,24,52,44,29,25,27,48,32,13,74,68,36,90,37
NM_000439,0,0,1,3,1,1,1,1,0,0,0,3,5,3,4,0
NM_001177875,0,0,1,7,2,0,2,1,0,0,0,8,7,5,4,0
NM_001042442,60,28,63,80,52,23,28,78,43,22,18,144,52,24,66,128
NR_104285,25,15,23,49,17,6,21,27,6,3,4,74,37,22,31,47
NM_001349244,17,9,23,67,41,19,28,82,31,19,15,187,65,30,73,101
NM_001198541,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0
NM_001329233,19,11,21,62,31,17,23,55,27,14,17,98,60,30,49,48
NM_005575,133,61,131,585,235,123,180,430,132,87,67,581,252,146,274,676
NM_153234,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_018343,36,20,35,54,24,9,17,66,37,22,22,90,95,52,77,68
NR_105028,1,1,0,18,2,1,2,1,0,0,0,6,0,0,3,6
NR_146299,0,0,0,11,0,0,0,6,3,1,6,0,0,0,1,0
NR_146477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001366510,0,0,3,6,0,0,0,8,2,2,3,15,2,2,0,9
NR_033932,9,5,13,18,27,12,9,30,2,2,3,41,7,5,6,21
NM_001270,29,17,38,44,20,9,25,38,33,22,15,168,16,10,23,14
NR_157078,80,46,78,201,99,45,71,157,75,50,43,334,149,73,168,287
NR_151718,39,23,38,169,33,11,33,102,33,19,27,317,44,20,63,233
NR_110562,4,2,6,9,13,7,6,10,4,3,0,20,12,8,8,18
NR_027503,15,6,11,33,17,4,6,14,8,5,3,13,10,5,10,25
NM_198507,8,3,17,28,22,10,16,27,17,9,12,31,26,7,18,52
NM_005668,97,46,115,239,93,46,89,239,85,51,48,480,146,81,128,475
NM_180991,12,6,6,14,4,2,4,0,5,3,3,11,7,3,9,8
NM_173488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_047462,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NR_103753,0,0,0,3,1,0,1,1,2,1,0,2,0,0,0,3
NM_001319943,12,6,13,57,18,11,10,32,9,4,7,101,40,19,49,146
NR_157231,17,10,19,77,30,16,23,48,21,12,7,116,62,39,64,126
NR_134299,39,20,46,73,55,25,44,77,61,36,39,156,111,58,94,150
NM_001276277,42,19,32,72,39,18,22,61,42,23,22,99,77,46,69,114
