Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001143823,19,10,27,73,30,12,37,61,21,10,14,159,26,15,57,100
NM_001330557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001281535,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_038839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001080209,0,0,2,1,0,0,2,2,1,1,1,3,3,1,4,10
NM_001365765,14,7,16,52,39,18,20,58,9,7,9,73,31,18,40,61
NM_001365767,16,9,23,56,30,16,18,68,6,3,7,93,27,18,40,81
NR_110765,6,3,6,7,13,8,8,7,9,4,5,17,9,5,6,3
NR_120518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001366231,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_034100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
NM_005559,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
NM_001364581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002845,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NR_024419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NM_001025300,14,8,18,135,16,9,17,55,22,14,15,197,28,10,25,150
NR_120598,1,1,0,1,0,0,0,2,3,2,1,4,0,0,0,0
NM_015210,1,1,0,4,0,0,0,2,1,0,2,13,0,0,0,0
NM_021074,37,14,23,109,35,14,23,90,46,26,21,153,82,45,86,148
NR_110771,60,27,69,251,97,55,72,204,81,55,48,387,149,74,116,440
NM_015208,55,24,62,247,94,52,67,199,75,48,44,387,145,72,118,426
NM_020648,8,3,11,45,13,4,8,28,14,10,6,45,18,7,33,39
NM_006788,15,9,29,77,20,9,13,52,20,10,14,63,40,21,36,122
NM_001042388,11,4,20,76,20,14,22,45,9,4,8,79,18,8,28,93
NR_110773,20,10,31,98,29,16,25,65,31,16,20,114,22,12,32,111
NM_006868,9,6,7,34,5,4,8,41,16,10,7,37,24,12,28,113
NM_001098529,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,1
NM_194434,22,9,30,107,15,10,6,67,32,16,16,194,41,21,72,158
NR_110775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_153000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003826,12,5,17,35,15,10,6,34,25,16,13,42,49,25,33,56
NR_146509,24,13,16,28,9,2,16,12,15,9,3,65,8,2,6,18
NR_110777,8,4,9,10,8,5,6,2,9,5,3,12,3,1,7,3
NM_022068,22,13,13,64,16,12,13,50,29,20,24,142,54,34,42,66
NR_146901,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
NR_110779,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4
NM_182978,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0
NM_020412,52,27,49,112,32,21,29,121,64,40,33,147,124,66,104,186
NM_001242904,56,30,61,111,73,37,53,117,80,54,33,174,113,68,82,105
NM_014214,3,2,2,33,4,2,4,22,2,1,4,71,5,2,10,44
NM_001277333,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1
NR_049896,7,5,17,36,2,1,10,9,10,5,3,24,6,3,12,4
NM_001279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303524,11,7,4,13,23,15,2,11,2,1,0,11,16,12,24,2
NM_001303525,8,4,4,25,9,4,4,15,5,3,1,18,20,12,32,16
NM_006796,16,8,24,47,30,13,16,55,19,13,7,79,24,15,28,137
NM_006553,7,3,12,36,15,8,8,35,0,0,1,43,3,2,8,18
NM_001142406,28,9,27,73,43,26,30,89,9,7,4,122,47,22,39,122
NR_136514,7,4,9,31,12,8,13,23,22,15,14,70,3,2,9,35
NM_001128626,9,3,3,20,8,4,9,13,11,8,2,43,4,4,5,52
NM_147163,15,6,10,36,11,5,15,21,18,11,11,70,26,14,33,92
NR_073537,20,12,20,58,53,30,32,72,16,10,7,61,56,34,52,114
NM_024899,22,11,25,71,50,28,36,79,13,8,6,63,65,37,62,132
NM_020232,11,9,16,46,47,22,21,64,32,21,17,44,50,27,44,116
NR_110763,0,0,0,1,0,0,0,0,1,1,0,5,3,2,1,3
NM_001207013,41,20,56,143,69,39,47,87,41,28,25,267,54,27,84,243
NM_002828,29,13,43,137,61,34,46,95,33,24,24,248,54,27,70,237
NM_001308287,18,10,18,48,28,16,26,25,31,21,21,54,36,25,35,64
NM_031216,16,7,19,39,23,12,21,50,26,18,13,84,45,28,36,76
NM_001013437,16,7,25,46,26,12,22,60,22,14,14,96,46,29,38,85
NM_032142,99,46,95,170,100,48,63,148,73,39,49,306,113,61,99,297
NM_181482,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NM_181481,0,0,1,6,0,0,0,0,0,0,0,0,2,1,1,1
NR_040031,0,0,0,4,1,1,0,0,3,3,0,10,1,1,3,0
NM_001098801,6,3,16,30,17,11,17,19,5,3,2,49,49,24,38,59
NM_001308263,8,5,16,34,15,10,12,14,0,0,0,80,35,18,36,50
NM_005913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001291911,0,0,0,0,1,1,2,0,0,0,0,1,2,0,0,0
NR_033354,71,23,68,90,29,17,18,77,65,40,37,69,109,53,104,137
NM_145287,74,25,73,87,29,17,18,80,61,38,36,78,114,56,102,131
NR_040113,3,2,2,17,9,2,4,13,3,3,2,8,11,8,16,26
NR_026756,1,1,0,5,0,0,0,2,0,0,0,0,0,0,1,6
NR_024076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134878,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_160272,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
NR_104164,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0
NR_027417,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
NM_005406,41,13,43,89,21,13,16,80,30,14,25,127,65,27,73,140
NM_001142966,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1
NM_052911,32,12,44,81,47,26,32,83,43,22,18,132,85,45,96,122
NM_001291916,45,26,43,96,62,30,46,77,42,22,25,162,64,27,67,163
NM_001308257,21,9,20,25,16,13,13,11,4,3,2,12,14,4,11,18
NM_138340,16,10,26,46,38,21,21,52,14,7,6,45,33,13,33,76
NM_020774,20,7,25,85,28,18,20,71,6,2,11,143,35,18,54,151
NR_110369,10,6,19,10,6,3,4,17,4,4,4,27,23,14,26,32
NM_005257,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,1
NM_172241,0,0,1,0,0,0,0,0,0,0,0,3,2,1,1,0
NR_110782,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_002894,47,26,63,78,35,14,32,48,27,12,21,74,86,52,76,114
NM_001256438,55,30,72,252,50,30,44,96,104,63,72,499,135,77,137,162
NR_148383,12,7,6,9,2,2,2,13,9,2,14,44,15,6,31,15
NM_003831,22,11,27,45,39,19,19,41,27,15,23,87,71,39,54,82
NM_001318709,51,24,54,92,45,22,42,64,55,31,26,102,89,47,82,89
NM_013326,51,24,54,84,52,27,51,53,46,25,20,83,86,47,75,105
NM_000271,52,31,39,126,70,39,52,104,52,37,23,201,94,61,88,187
NM_001308238,2,1,1,0,0,0,1,0,0,0,0,8,0,0,0,5
NM_001302996,4,2,1,6,0,0,0,3,0,0,0,28,0,0,0,14
NM_153211,27,15,31,69,34,17,24,34,21,14,11,160,8,5,12,55
NR_110796,32,17,35,102,54,26,49,57,25,9,13,215,77,41,82,157
NM_001243425,40,20,28,99,29,12,30,85,19,7,12,140,29,17,47,100
NM_001308231,132,62,140,301,186,97,152,275,121,62,90,515,168,92,174,448
NM_138643,132,62,147,307,221,114,174,292,120,60,95,531,185,104,202,490
NM_001242508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_080597,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
NM_018439,5,2,9,8,7,4,4,4,22,12,15,29,19,12,17,21
NM_001160166,0,0,0,3,1,1,0,0,0,0,0,5,1,1,0,0
NR_040033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134604,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NR_146903,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_015461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
NM_001308201,59,32,62,140,45,21,28,64,50,31,36,244,74,38,81,182
NM_144662,11,3,14,30,1,1,2,24,7,3,3,4,9,5,10,43
NR_121653,14,6,18,76,17,9,15,66,33,16,15,125,42,24,48,107
NR_110762,1,1,1,6,0,0,2,2,0,0,0,4,3,3,0,4
NM_001258222,1,1,2,2,0,0,0,0,1,0,0,0,1,1,2,0
NR_024259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001364287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026908,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0
NM_031422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134589,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NM_001792,0,0,1,5,0,0,0,0,0,0,0,1,0,0,0,0
NM_024423,1,0,1,13,6,4,3,1,0,0,1,0,24,14,19,104
NM_024422,2,1,5,14,11,5,7,4,0,0,0,13,20,10,14,45
NR_110785,0,0,2,13,12,6,4,4,0,0,0,14,29,10,24,85
NM_004948,0,0,0,3,0,0,0,1,0,0,0,0,0,0,2,0
NM_001942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
NR_110788,0,0,0,1,2,1,4,0,0,0,0,0,0,0,0,1
NM_177986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001944,0,0,0,0,5,2,3,44,0,0,0,0,0,0,0,1
NM_001943,17,10,7,57,31,15,20,108,6,3,5,153,41,26,19,165
NR_045216,2,1,1,5,8,2,0,6,0,0,1,17,0,0,0,15
NM_000371,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0
NM_004775,32,19,46,124,61,36,34,97,35,18,18,175,100,56,95,156
NM_014939,51,24,39,34,39,20,20,61,47,25,21,122,53,26,53,70
NM_017831,20,9,29,45,20,10,12,55,15,9,11,126,33,18,28,141
NM_016271,34,14,35,117,44,22,32,78,50,30,36,200,84,47,76,145
NM_005925,0,0,0,8,2,0,1,0,0,0,0,0,3,2,1,0
NM_022751,0,0,0,7,0,0,0,1,3,3,0,0,6,2,1,0
NM_020805,21,9,17,18,0,0,0,0,5,2,4,6,5,1,4,1
NM_001371120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NM_030632,3,2,1,2,0,0,0,0,1,1,2,8,0,0,1,0
NM_001353233,4,1,8,31,15,8,8,53,8,4,2,0,5,3,7,24
NM_032975,2,1,1,4,8,5,3,11,0,0,0,0,0,0,0,0
NM_001392,2,1,1,4,8,5,3,12,0,0,0,0,0,0,0,0
NM_001143826,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1
NM_001135178,65,37,57,95,102,63,76,101,58,31,25,152,108,56,97,133
NM_001288711,56,27,54,101,110,60,74,122,76,42,45,105,139,71,158,118
NM_001112734,56,27,54,106,113,60,76,123,73,41,44,115,136,70,156,118
NR_024565,56,27,55,114,117,63,77,122,77,42,47,125,139,71,159,132
NM_001308123,44,22,55,119,47,24,30,92,50,25,34,196,70,38,94,179
NM_001322286,3,3,6,40,9,6,6,16,7,3,3,74,18,9,20,27
NM_194281,73,44,73,97,91,54,56,75,92,48,49,190,104,52,108,110
NM_020474,7,4,6,12,9,7,2,6,5,4,2,11,2,2,8,11
NM_001201475,44,23,35,61,12,7,5,78,24,11,22,71,53,26,53,57
NM_031446,36,20,31,46,18,12,11,71,21,9,20,60,49,22,42,48
NM_018170,21,12,34,75,34,21,22,45,25,16,14,103,54,31,56,91
NM_001303413,21,11,36,63,34,21,22,45,25,16,15,101,49,29,49,82
NM_012319,26,11,30,65,21,11,8,53,25,18,15,90,33,22,25,81
NM_001099406,25,10,27,62,21,11,7,54,24,18,14,71,32,22,25,74
NM_001324465,29,19,32,77,40,20,25,73,24,13,18,105,73,51,60,113
NR_134605,5,2,9,9,7,2,7,13,16,11,10,9,10,4,11,36
NM_017947,5,2,10,10,7,2,7,13,16,11,11,9,10,4,11,35
NM_025135,0,0,2,3,0,0,1,7,0,0,0,9,2,1,1,15
NR_132982,0,0,2,4,3,1,2,3,2,2,0,0,0,0,0,7
NM_001271956,19,9,20,22,10,5,7,20,14,7,10,46,30,13,31,47
NM_001330572,22,10,20,41,9,4,8,35,14,8,9,38,41,21,30,54
NR_148565,18,6,17,26,13,7,11,28,17,10,9,40,40,20,38,39
NR_134585,10,5,11,15,2,1,4,12,13,10,6,31,13,7,11,15
NM_001353724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_024391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
NR_151703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110791,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
NR_002838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001308020,18,10,28,33,24,12,24,38,37,18,26,32,45,28,56,45
NR_046458,0,0,1,1,4,3,3,1,0,0,0,2,7,2,4,2
NM_001272077,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_002930,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_020783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_131768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001130110,23,17,29,116,22,16,22,49,32,19,18,235,42,26,43,214
NM_015559,23,11,24,64,32,23,18,27,31,18,22,184,24,19,26,119
NM_001371319,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
NR_110899,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
NM_001308279,11,6,3,3,1,0,0,0,0,0,0,0,0,0,3,1
NM_213602,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,6
NM_020964,15,9,13,30,28,15,17,30,12,4,11,43,47,24,33,47
NM_024430,19,9,20,87,90,53,52,126,25,14,10,164,45,24,49,136
NM_001001935,27,15,29,54,30,21,20,40,32,16,15,59,53,26,28,58
NM_001001937,8,3,12,25,16,9,8,18,27,14,16,52,29,13,20,43
NR_026978,9,4,15,28,14,7,6,21,23,13,13,55,39,16,24,47
NM_001008239,38,25,47,114,36,18,33,108,35,19,18,192,70,41,70,201
NM_152470,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NR_046357,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
NM_001145472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001308013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_144612,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001307987,4,2,4,10,2,1,0,1,5,2,4,9,3,1,2,5
NM_001324046,48,19,48,86,42,18,33,59,30,18,13,83,80,44,76,110
NM_001324060,22,11,15,25,8,3,7,1,4,2,5,19,17,10,16,11
NM_001353902,49,21,48,58,39,17,31,48,31,21,16,65,113,58,81,84
NM_016427,2,2,2,0,0,0,0,0,1,0,0,0,2,1,1,4
NM_001318765,62,30,91,136,83,45,58,129,106,60,72,307,142,72,131,240
NM_016097,8,4,11,22,4,4,2,17,14,6,7,30,29,12,29,29
NM_001278063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_147192,2,1,1,6,0,0,0,2,0,0,0,1,1,0,1,1
NM_001003652,26,13,19,105,31,19,35,64,31,14,13,154,42,20,45,150
NM_001135937,32,18,29,98,35,19,39,71,25,13,11,206,58,30,42,156
NM_001371287,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_001142397,3,2,5,9,0,0,0,4,3,1,0,21,7,3,4,8
NM_005904,34,15,41,137,28,17,21,54,42,20,18,298,50,26,71,168
NR_148999,0,0,0,0,1,0,1,1,0,0,0,0,2,1,2,1
NM_001353215,17,11,23,45,16,11,12,21,23,14,13,54,27,11,29,53
NM_001199346,215,125,231,541,246,115,159,311,171,103,101,824,237,120,235,607
NM_001199356,216,109,217,608,278,153,201,360,226,127,120,1038,324,173,345,759
NM_001199342,100,48,114,260,142,82,109,204,90,51,67,401,188,90,217,382
NM_001308006,1,1,0,3,2,1,4,2,3,3,2,5,4,2,1,5
NM_006111,50,22,51,166,57,32,31,95,55,28,25,330,104,46,98,202
NR_117096,101,50,124,94,123,60,86,99,131,82,58,179,252,124,212,139
NM_001080467,3,1,1,1,0,0,0,0,0,0,0,12,0,0,1,2
NM_145020,79,43,90,230,92,48,77,146,119,67,43,448,188,104,179,498
NM_001204141,66,30,60,227,100,57,72,122,60,40,45,401,157,82,127,364
NM_014593,9,5,13,15,14,7,13,15,21,14,11,53,7,5,8,12
NM_001039535,46,21,40,52,22,10,12,50,27,13,19,106,55,29,63,74
NM_002747,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
NM_001369510,1,1,2,6,0,0,0,1,0,0,0,19,0,0,0,8
NM_001168335,66,35,52,119,70,41,56,121,67,34,26,161,86,48,99,237
NM_018696,73,30,56,154,73,39,69,134,60,34,37,199,75,39,74,248
NM_005359,53,24,63,123,80,47,54,96,32,22,13,230,101,41,72,223
NM_016626,9,6,20,62,11,5,8,38,9,4,9,84,36,21,31,82
NR_040075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_005215,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NR_110798,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
NM_003927,23,13,19,39,10,7,17,30,27,18,18,75,25,10,43,46
NM_001351610,24,15,23,53,39,25,25,41,24,15,13,116,34,18,33,147
NM_001371101,68,34,69,86,50,24,32,49,72,50,35,133,110,56,126,139
NR_138549,7,3,13,21,4,3,1,6,9,4,3,40,10,7,15,9
NM_001288980,72,36,74,79,51,24,33,51,71,49,35,135,107,54,125,134
NR_110234,72,36,73,77,48,23,32,51,71,49,35,123,106,53,125,130
NM_001307955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_004163,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
NM_025214,1,1,1,0,0,0,3,0,1,0,0,7,0,0,0,0
NR_110743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NM_001243226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001243230,3,2,4,4,0,0,0,2,0,0,0,5,2,2,6,0
NR_132985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NR_145452,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
NR_110755,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,2
NR_148972,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
NR_146511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NR_040025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_024546,41,21,44,65,40,18,31,57,32,14,13,59,57,32,56,101
NM_052834,21,11,36,19,27,10,16,52,23,15,12,55,59,31,67,45
NR_152602,8,2,7,13,1,0,3,2,8,3,3,10,4,1,9,13
NM_001257964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_015879,0,0,0,3,3,2,2,0,1,1,0,0,0,0,0,0
NM_004852,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_001371095,14,8,17,42,17,7,16,45,9,4,6,74,34,20,52,80
NM_004539,53,29,41,53,35,19,22,64,56,34,31,109,70,36,92,109
NM_001242804,15,11,16,37,14,6,10,32,16,12,9,38,21,11,15,55
NM_005603,2,1,0,2,0,0,0,0,0,0,0,9,2,1,4,7
NM_001144967,5,2,8,22,10,5,11,4,5,3,3,22,12,6,23,40
NM_001144964,4,1,10,3,5,5,5,1,1,0,0,33,13,6,6,8
NM_052947,1,1,1,1,6,4,4,3,0,0,0,18,6,2,4,14
NM_173844,25,11,30,261,32,19,40,85,32,20,18,168,82,43,93,221
NR_146904,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
NR_148459,11,3,15,16,18,11,10,11,15,11,11,66,11,9,8,5
NR_024021,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5
NM_001307941,16,11,27,44,37,18,26,40,17,11,9,47,45,23,56,98
NM_001012512,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
NM_013435,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_181654,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,14
NM_005570,38,23,38,124,38,16,27,74,42,28,22,185,68,31,67,254
NM_133459,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,7
NM_021127,146,71,184,552,208,110,148,526,215,125,140,724,300,165,313,779
NM_031891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_103449,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
NM_173557,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
NM_012327,53,31,41,47,58,31,32,61,35,20,14,72,70,36,65,41
NM_001346230,62,35,52,44,66,36,47,75,59,27,23,93,110,63,104,72
NM_001270950,10,7,8,11,4,0,2,7,0,0,0,23,2,2,9,24
NM_003839,10,7,8,11,4,0,2,7,0,0,0,23,2,2,9,24
NM_017742,5,2,7,69,12,7,14,38,9,7,10,86,22,11,24,91
NM_194449,9,3,16,49,7,3,11,25,4,3,6,86,32,19,31,75
NM_000633,147,66,148,359,157,92,116,189,146,100,80,832,279,152,269,356
NM_002035,8,5,13,40,28,14,20,34,13,6,6,76,22,6,35,42
NM_004869,44,18,35,84,41,20,35,88,53,30,30,186,90,47,111,155
NM_002639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001307928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001307923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001348268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_002974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_006919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_080475,0,0,0,0,1,0,2,1,0,0,0,4,0,0,0,0
NM_001040147,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NM_003784,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_002575,0,0,0,6,3,3,3,0,0,0,0,4,0,0,0,3
NM_005024,10,5,6,28,12,3,10,17,14,10,5,28,38,19,26,40
NM_001123366,21,12,25,49,37,17,25,81,23,9,16,74,45,19,42,111
NM_198833,133,73,159,693,211,117,161,509,212,131,105,1116,278,136,297,776
NM_001031848,131,71,151,716,206,120,160,511,213,128,107,1130,272,137,299,804
NR_027245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NR_033881,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
NR_033983,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NM_033646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001317214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
NM_021153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_033921,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0
NR_146471,0,0,0,3,1,0,0,1,1,0,0,17,0,0,3,1
NM_001350515,16,4,12,24,25,14,23,32,12,8,5,31,34,18,37,30
NM_001350513,16,4,10,11,20,10,20,32,3,2,4,23,37,18,39,35
NM_001093729,16,4,11,9,20,10,20,32,4,2,5,22,37,18,40,35
NM_152721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
NM_001303619,49,25,63,61,97,44,68,123,98,55,69,535,65,37,71,148
NM_173630,9,4,9,18,15,8,11,39,22,13,8,73,21,9,9,29
NM_004232,5,1,11,58,33,15,17,81,25,14,8,105,32,16,45,123
NR_126336,9,4,6,8,10,3,12,21,15,11,7,32,15,5,1,11
NR_110764,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0
NR_160904,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
NR_038325,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,1
NR_126324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_182511,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
NM_001201465,17,10,23,72,22,7,10,16,2,1,4,13,6,4,3,9
NM_001354022,16,7,22,61,24,12,8,10,0,0,1,0,3,1,5,3
NR_134648,21,13,35,115,26,14,18,18,2,1,4,13,16,8,9,8
NR_034133,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0
NR_038340,1,1,0,3,1,0,2,2,0,0,0,4,0,0,1,3
NM_152676,31,18,23,31,7,6,6,26,12,8,6,47,58,27,52,26
NM_014177,40,24,27,49,34,18,27,29,11,5,8,67,66,33,60,48
NM_001190807,9,6,8,32,21,14,23,39,14,9,4,69,26,13,14,55
NM_001174123,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_131977,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
NM_001044369,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NM_001370248,21,8,20,47,33,18,22,25,25,18,15,74,29,15,27,90
NM_032649,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2
NR_024484,30,18,38,100,36,18,28,73,33,17,27,114,64,38,73,141
NM_001146190,17,9,18,29,35,23,24,16,22,9,10,19,22,11,19,41
NM_001306093,27,13,41,126,21,16,20,47,31,17,17,154,36,19,41,111
NM_175907,33,22,38,160,29,13,28,103,27,16,19,297,69,34,55,264
NM_005786,51,26,39,44,17,8,14,27,58,32,29,117,36,18,35,45
NM_001308210,8,4,12,49,12,7,2,28,17,8,13,91,17,11,19,36
NM_001037331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_134646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_040034,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_146507,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
NM_014643,8,4,13,31,5,2,13,8,8,3,4,49,5,2,6,23
NR_015417,3,1,5,19,0,0,0,2,0,0,0,2,15,7,10,7
NR_120419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110784,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0
NR_122073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_040024,63,29,69,168,51,24,51,125,45,23,28,350,113,66,128,314
NM_001306089,18,11,22,90,26,11,31,55,16,10,15,189,58,35,77,205
NM_001025101,25,16,33,90,22,12,12,71,23,14,9,100,24,13,31,127
NM_001480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_171999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_148360,16,10,11,53,15,9,9,31,22,14,16,95,45,27,49,124
NM_172390,9,1,16,37,5,3,6,9,7,6,5,67,4,2,3,38
