Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_032178,823,405,971,1731,1039,528,735,1157,824,499,482,3205,1124,621,1083,2188
NM_001351143,857,432,939,1764,1098,583,782,1188,975,548,566,3251,1215,644,1221,2172
NM_001290018,835,423,909,1689,1072,571,763,1137,948,532,552,3124,1163,611,1184,2065
NM_018667,244,122,208,809,360,179,260,553,237,140,149,1121,394,193,345,1231
NM_001305204,866,413,935,2585,1017,533,744,1393,943,544,527,4622,1270,659,1273,2685
NM_001305207,622,286,653,1674,669,344,475,886,659,381,365,2837,872,455,927,1696
NM_001317195,30,16,31,128,39,26,20,29,31,17,12,164,23,12,30,75
NM_001317185,1067,530,1152,1769,1418,767,1023,1260,1016,594,555,3136,936,498,894,2076
NM_024562,1255,622,1474,2701,1369,731,1087,1749,1659,930,965,5138,1515,834,1514,2995
NM_001199280,199,107,202,620,233,125,192,376,183,102,109,1013,344,183,332,773
NM_138612,224,122,208,667,246,130,207,398,209,113,121,1105,363,196,339,750
NM_005329,187,103,177,499,185,95,166,322,162,91,93,817,298,160,288,551
NM_001366605,339,175,349,790,418,218,318,431,339,187,193,1583,377,190,371,764
NM_001040144,372,190,371,879,465,243,350,486,355,198,209,1685,418,215,414,833
NM_006750,559,274,698,1437,717,378,583,731,757,449,433,2836,914,487,948,1624
NM_013245,519,258,596,1282,585,302,441,813,552,316,291,2215,710,383,679,1595
NM_022341,181,95,231,437,290,157,265,311,254,147,126,614,197,107,223,563
NM_032382,344,165,384,1179,452,228,327,782,432,239,221,2469,484,260,484,1391
NM_001199434,107,58,94,250,127,59,72,109,79,39,48,373,101,63,86,207
NM_016101,91,48,79,206,100,51,55,91,70,33,43,314,84,52,73,165
NM_144676,311,165,310,682,317,161,238,461,296,177,184,1172,346,170,291,786
NM_005652,975,473,1094,2377,1066,531,793,1366,1019,621,552,3938,1260,626,1201,2211
NM_030579,1312,678,1358,2231,1397,728,1011,1331,1088,626,623,3467,1445,763,1370,2028
NM_173215,5957,3021,6613,10582,6272,3241,4780,5611,5091,2945,2974,14890,8012,4263,7454,7696
NM_000903,331,153,332,707,498,290,355,417,251,144,174,1125,323,176,330,647
NR_074074,444,216,473,811,490,255,380,495,403,225,256,1638,415,205,411,847
NM_014062,442,216,473,805,490,255,379,492,403,225,256,1637,415,205,411,841
NM_001270455,1471,779,1607,2682,1655,907,1131,1748,1319,748,699,3972,1576,844,1561,2805
NM_001270453,898,469,946,1782,1114,590,767,1123,768,410,440,2433,1149,593,1082,2063
NM_001136214,33,18,38,83,60,29,52,57,17,14,11,53,40,20,38,93
NR_003610,3978,1946,4413,7821,3658,1920,2748,3495,3988,2216,2366,13449,5301,2767,5184,6845
NM_001322118,861,419,988,1847,1003,546,710,1202,1095,617,663,4660,1545,866,1465,2276
NR_126007,276,141,270,626,394,194,258,434,394,211,219,1380,458,259,416,868
NM_173619,31,16,28,63,43,18,48,38,10,9,4,62,37,15,36,89
NR_033959,603,307,640,1140,634,330,468,644,515,286,258,1948,795,415,793,965
NM_058219,399,198,438,833,433,228,357,518,425,258,235,1893,475,241,495,553
NM_001605,1038,521,1180,2661,1000,535,788,1098,1004,568,567,5093,1343,684,1327,2517
NM_001257174,833,428,886,1705,874,464,705,878,678,382,412,3125,1038,520,960,1622
NR_039997,779,391,834,1577,726,376,570,838,641,349,384,2493,906,460,802,1621
NM_001320525,722,364,734,1375,981,498,749,892,664,365,345,2133,963,515,821,1530
NM_006927,4011,1986,4499,10762,6051,3056,4551,6734,3779,2194,2124,14992,7849,4085,7365,12297
NM_145059,356,164,369,1054,403,216,307,579,338,200,181,1436,513,266,499,1250
NM_001365426,594,294,644,1683,884,459,593,923,602,344,374,2700,915,500,908,2127
NM_012426,2697,1350,2889,6445,3058,1601,2322,3821,2954,1706,1689,12002,4028,2130,3872,7153
NM_152456,82,40,89,256,80,37,63,128,65,40,39,391,121,69,91,231
NM_138383,74,34,85,209,52,35,31,71,55,33,26,228,61,31,58,206
NM_018052,1237,628,1248,2734,1473,758,1038,1672,1113,627,610,3785,1484,739,1372,3281
NR_034083,214,111,211,466,266,141,185,374,226,143,125,761,244,115,240,585
NM_001270974,139,70,133,666,103,51,88,168,78,50,55,515,125,68,138,282
NM_001324377,233,107,261,679,211,106,133,273,263,141,162,1317,305,171,263,526
NM_007088,8,6,7,49,1,1,2,13,13,8,8,15,1,1,9,42
NM_001740,8,6,7,49,1,1,2,13,13,8,8,15,1,1,9,42
NR_146574,2,1,2,9,5,1,1,11,3,3,2,7,4,2,1,0
NM_001367365,0,0,2,7,6,3,7,1,2,1,1,11,5,4,3,9
NM_001304494,289,144,357,677,266,137,206,311,311,179,212,1391,355,186,338,628
NM_006961,200,98,240,574,143,75,101,296,189,103,129,1113,263,141,275,492
NR_135171,0,0,0,12,0,0,0,7,2,2,0,14,0,0,0,1
NM_005769,4,1,12,53,10,6,7,16,33,18,20,71,24,11,14,54
NM_001166395,4,1,12,51,7,5,6,16,29,16,17,65,24,11,14,57
NR_103852,31,14,30,94,35,19,27,22,34,19,21,135,27,17,29,50
NM_000353,24,11,24,81,23,10,28,19,30,17,17,127,25,18,25,42
NM_052858,16,9,16,68,23,8,22,15,3,0,0,57,3,2,11,29
NM_015020,592,287,682,1476,796,411,594,912,611,361,353,2301,800,425,773,1353
NM_001030007,2355,1221,2510,5388,2186,1176,1698,2558,2353,1368,1361,9146,3000,1529,2977,3889
NM_001137675,873,453,912,1727,1027,538,728,938,790,465,464,2862,1078,565,1029,2144
NM_001201554,523,263,580,1209,496,245,385,562,616,350,365,3014,722,375,708,1115
NM_001201552,523,263,580,1207,496,245,385,561,616,350,365,3014,722,375,708,1115
NM_001270976,1586,766,1578,3653,1753,921,1284,1997,1708,964,938,6887,2499,1322,2385,3189
NM_014761,1594,775,1583,3646,1748,909,1288,1971,1715,960,957,6909,2488,1317,2391,3111
NM_181536,680,348,723,1800,940,494,671,1051,715,434,382,2902,861,470,797,1834
NM_001361,225,108,249,593,265,126,228,343,213,129,117,1015,416,212,428,732
NM_001318138,25,11,29,59,55,31,26,71,31,19,26,139,45,18,57,80
NM_001126102,24,11,29,59,55,31,26,71,31,19,26,139,42,17,55,80
NM_020995,80,45,107,193,99,62,79,99,98,49,72,353,124,63,94,223
NM_001142318,140,75,125,329,136,80,88,166,146,67,94,845,177,80,167,260
NM_014003,561,293,618,1139,597,295,470,596,512,305,296,1666,786,412,753,1162
NM_001160213,83,41,113,238,95,50,65,98,109,61,70,376,125,64,134,230
NR_126330,2105,1039,2329,3995,1956,1043,1415,1882,2174,1261,1287,5773,2764,1481,2668,3144
NM_001164766,1755,906,1837,3363,2597,1336,1988,3652,1826,1075,1086,5707,2094,1092,2124,3364
NM_207385,4,2,6,25,1,0,4,4,4,3,5,38,4,2,0,13
NR_038234,1,0,4,40,6,3,3,8,9,5,4,50,5,4,3,24
NR_104657,2,1,8,35,7,5,4,14,3,2,4,51,14,6,10,20
NM_002811,524,251,509,1086,463,265,389,579,425,252,240,1781,597,322,561,1120
NR_026950,666,326,746,1392,645,329,454,829,735,418,431,3075,1062,564,982,1545
NM_001306094,1047,526,1065,2235,1139,574,810,1036,1144,686,618,4238,1321,693,1360,1993
NM_001011880,25,12,21,51,34,14,28,41,10,9,4,68,30,12,28,71
NR_027264,2657,1299,2893,5630,1835,910,1448,2626,2452,1400,1436,9322,3616,1861,3471,4690
NM_001370537,1347,658,1420,2766,1435,751,1020,1569,1394,792,805,5124,1570,817,1548,2884
NM_001142497,293,134,335,689,255,134,197,291,271,171,190,851,359,188,347,602
NM_024306,88,46,68,174,185,102,123,150,44,20,30,163,122,55,107,308
NM_030581,1953,989,2229,4576,2349,1200,1794,2398,1989,1135,1117,7688,3088,1544,2750,4371
NM_001324171,1396,695,1581,3243,1691,849,1227,1710,1365,781,809,5313,2272,1134,2040,3025
NM_032268,1251,622,1318,2437,2598,1376,1933,2273,1134,642,639,3378,2429,1276,2433,2581
NM_153486,40,20,50,151,186,98,113,169,67,36,32,190,99,56,112,231
NM_153688,169,89,210,394,270,144,186,294,179,112,99,461,232,121,259,407
NM_001025200,8,5,3,19,17,9,7,17,3,2,4,18,3,2,2,37
NM_001329190,9,6,7,35,56,29,18,32,17,8,7,46,13,7,9,47
NM_001170715,479,251,472,1170,489,253,380,705,315,179,181,1425,454,223,426,1343
NM_006324,1833,907,2001,3871,2060,1076,1508,2225,1911,1137,1180,6886,2383,1257,2362,3172
NM_145254,500,262,545,1244,521,275,437,609,497,278,298,2119,739,384,695,1039
NM_001304998,505,261,553,1231,529,277,439,601,503,285,306,2111,752,393,698,1042
NR_163481,63,28,66,160,101,51,71,211,39,21,26,197,171,80,146,228
NM_024533,18,9,24,61,16,11,14,32,24,9,9,113,14,9,23,59
NM_001077418,148,72,156,356,173,78,165,240,132,78,71,577,172,80,164,395
NM_001077416,134,62,145,322,163,74,153,220,116,66,59,510,161,77,148,372
NM_007285,386,187,415,1116,499,266,374,692,403,236,241,2226,626,338,598,1254
NM_001324453,255,127,257,629,400,202,300,600,244,135,159,961,333,181,348,788
NM_001130089,689,345,747,1418,739,369,572,857,737,419,419,2270,772,404,774,1528
NR_144545,430,218,475,785,376,201,283,349,395,235,261,1825,521,274,444,687
NM_018975,425,215,473,774,376,201,283,349,389,229,256,1812,516,273,441,682
NM_001351309,54,31,48,108,41,26,29,39,52,31,27,154,63,31,45,67
NM_001355613,42,19,54,78,36,18,24,38,55,31,26,212,64,36,71,80
NR_136216,43,22,56,270,84,39,60,103,32,18,24,208,64,36,68,118
NR_110934,2,1,2,22,0,0,0,4,0,0,0,14,35,17,33,21
NM_001286639,438,236,470,1009,367,202,278,356,474,274,294,1462,452,254,471,759
NM_001348924,316,164,311,774,300,161,221,341,308,165,185,1403,399,211,378,663
NM_001326358,25,15,31,138,22,12,23,20,11,7,9,129,42,22,35,68
NM_001243660,18,8,14,65,41,22,26,47,22,12,8,129,33,12,32,125
NM_020927,52,23,54,230,86,36,72,131,73,46,58,419,95,54,74,233
NM_005752,0,0,0,12,0,0,2,3,0,0,0,37,1,0,0,9
NM_130791,277,145,303,633,384,186,273,396,427,241,252,858,348,184,324,584
NM_001031804,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0
NR_104663,14,9,25,60,21,10,7,63,24,17,12,49,19,12,25,56
NR_104660,0,0,5,6,9,6,3,3,0,0,2,4,4,1,2,3
NR_104661,0,0,3,1,3,3,1,1,0,0,0,1,0,0,0,1
NR_120307,156,80,209,583,249,138,170,279,169,105,102,653,268,141,266,477
NM_001305017,4,1,10,29,12,4,4,38,13,9,5,76,16,11,13,29
NR_130943,3,1,8,14,9,3,4,32,11,8,3,49,5,3,6,12
NR_104666,9,8,12,32,49,32,33,46,21,12,10,39,11,6,13,25
NM_152342,1049,517,1145,2740,3381,1791,2532,3997,1713,956,989,5423,2290,1215,2206,5359
NR_131948,15,5,18,70,26,15,24,117,36,22,22,139,31,12,39,66
NR_147839,846,397,1003,1813,1102,589,896,1286,1163,669,680,4025,1356,688,1340,2182
NR_147841,585,273,717,1176,776,411,649,833,776,453,474,2795,923,462,940,1304
NM_018455,196,108,206,330,185,104,160,288,238,144,150,877,256,140,208,437
NM_015251,209,110,266,544,237,135,209,287,260,148,151,1185,304,151,307,518
NM_001100873,46,24,71,125,47,25,42,90,57,32,48,279,71,39,61,122
NR_033249,97,47,115,187,112,57,94,114,113,64,63,486,117,59,131,248
NM_004483,97,47,115,187,112,57,94,114,113,64,63,486,117,59,131,248
NR_126532,51,18,65,211,42,24,51,63,57,35,38,328,51,29,48,134
NM_017429,20,12,20,107,16,11,13,25,12,10,2,84,27,11,17,50
NM_022041,460,217,519,940,428,232,336,599,469,277,245,1744,620,335,535,966
NM_198390,3091,1597,3316,6120,4512,2353,3250,5545,2571,1500,1404,6654,4982,2660,4578,7534
NM_030629,2230,1143,2320,4589,3273,1733,2333,4230,1776,1058,979,4896,3683,1989,3380,5863
NM_002661,12706,6354,13785,28367,18133,9553,13482,22456,17684,10062,10185,67778,19789,10478,18799,39615
NM_145168,310,153,300,488,175,96,152,146,283,160,146,824,284,165,272,545
NM_002153,16,8,11,80,15,8,14,20,2,1,3,37,3,2,5,31
NM_005792,255,108,263,481,228,125,161,224,237,134,150,1146,291,152,272,533
NM_001220492,249,116,201,839,372,177,232,638,230,137,143,1202,305,158,340,632
NR_110938,14,6,10,44,9,4,12,17,20,14,12,40,16,8,19,29
NR_110937,3,1,4,47,5,4,1,4,3,2,1,25,7,2,7,17
NR_120308,2,0,9,16,4,2,7,12,1,1,1,23,4,2,8,36
NM_001537,212,110,199,591,188,96,156,267,222,122,106,1036,257,146,259,582
NM_012213,343,169,403,832,359,173,277,407,468,274,256,1543,409,218,334,972
NM_182981,15,7,17,67,7,7,7,21,12,7,15,108,30,18,35,67
NM_019065,13,8,10,26,14,3,8,8,16,11,8,66,21,12,19,16
NM_001329749,13,8,10,26,14,3,8,8,16,11,8,66,21,12,19,16
NM_001080442,9,2,13,68,6,4,3,13,22,12,10,79,8,2,13,54
NM_003791,1109,553,1244,2401,889,448,653,1117,1184,656,693,4674,1353,720,1236,2217
NM_001146051,150,71,176,444,115,57,82,216,147,95,84,947,220,113,201,414
NM_031463,150,71,176,444,115,57,82,216,147,95,84,939,220,113,201,414
NM_178452,186,74,196,371,162,83,133,209,149,84,84,539,193,92,173,461
NM_001318756,184,74,190,360,156,81,134,202,147,83,83,522,191,91,172,455
NM_001243157,183,94,192,447,166,94,100,160,148,90,76,743,279,138,274,450
NM_001243159,183,94,192,442,166,94,100,160,143,86,74,743,276,137,273,449
NM_139174,2,2,5,19,2,2,5,5,1,1,0,16,4,2,5,1
NR_147175,2,2,5,16,2,2,2,4,0,0,0,14,4,2,5,1
NM_172347,10,3,5,31,2,1,4,6,4,3,3,35,7,4,12,16
NM_021197,8,3,11,37,3,2,0,14,1,1,6,34,6,3,3,32
NM_001286527,81,35,83,341,116,51,77,158,83,44,45,381,128,69,127,377
NR_146503,42,20,36,200,94,43,70,88,49,27,24,201,79,45,60,216
NM_020947,263,129,291,567,196,109,139,361,274,154,144,884,309,163,299,584
NM_021149,1726,824,1819,2781,3530,1861,2532,4363,2952,1635,1627,9144,2633,1373,2576,9078
NM_024731,507,252,566,1314,515,264,370,681,469,254,285,2216,589,301,601,1305
NR_073577,3194,1578,3502,6275,3713,1998,2729,3779,3196,1901,1918,10682,4100,2207,4035,6408
NM_031476,24,11,23,135,25,16,17,37,21,14,18,179,24,10,34,120
NM_001145548,510,266,565,1372,587,306,445,865,553,323,335,2016,787,408,688,1366
NM_001297766,178,89,212,390,362,181,277,454,141,76,81,488,418,193,454,823
NM_198491,6,2,8,24,7,3,0,19,3,1,0,62,11,5,5,23
NR_033984,2,2,2,6,3,0,1,6,6,4,2,47,1,1,3,10
NR_038859,6,4,6,18,3,2,2,6,7,3,6,91,3,0,4,36
NM_001134473,1357,703,1359,3384,1811,951,1229,2312,1208,685,666,5236,1773,967,1803,5003
NM_016095,370,195,401,783,554,300,400,665,349,186,215,1314,443,213,372,1068
NM_206967,382,198,436,922,541,264,386,337,467,275,266,1646,332,178,311,1368
NM_006067,351,162,354,646,386,196,238,432,303,172,178,1022,478,246,441,764
NM_001318794,371,187,401,778,339,173,269,372,415,224,219,1337,315,168,311,672
NM_002163,5094,2503,5371,17332,5766,3000,4336,7339,4596,2643,2508,26466,6882,3566,6644,16485
NM_001363907,4416,2172,4622,15008,5066,2647,3773,6270,3977,2291,2134,22703,5883,3055,5738,14444
NR_103859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104139,15,6,34,80,46,21,24,36,25,16,14,104,31,23,30,44
NR_038438,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_024406,0,0,1,2,0,0,0,1,1,1,0,1,0,0,0,5
NR_033925,0,0,0,14,1,0,2,2,1,1,0,1,0,0,0,0
NM_001451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001159377,334,157,371,867,303,163,204,402,302,167,193,1472,430,219,425,921
NM_005250,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NR_135182,1,1,1,4,0,0,0,1,0,0,0,1,0,0,0,0
NR_126008,0,0,0,5,1,1,1,1,0,0,0,4,0,0,0,0
NR_110939,4,4,8,17,2,1,2,2,1,0,0,6,1,0,2,9
NR_104667,21,13,19,38,13,6,13,14,34,19,14,94,12,6,10,32
NM_001256917,29,14,23,105,54,26,35,52,42,29,34,153,32,20,40,97
NM_001282683,1197,578,1282,3062,1362,730,1045,1737,1191,693,684,6119,1820,939,1814,3687
NM_022818,228,113,255,755,281,155,204,248,295,175,156,1292,254,145,264,516
NM_015144,363,181,386,817,383,203,277,645,424,236,242,2046,380,192,364,775
NR_110943,10,5,6,39,11,4,12,24,15,9,8,47,6,1,8,14
NR_073379,191,100,215,488,253,122,178,359,151,86,88,527,247,134,234,685
NR_147833,1364,665,1500,2366,1862,957,1589,2271,1214,690,723,4169,1617,840,1520,3563
NR_120309,133,60,147,280,85,51,50,139,133,69,79,578,127,64,84,211
NM_003486,1879,876,2041,4134,1330,682,994,1920,1848,1070,1044,7061,1510,775,1554,4113
NM_001367225,151,82,175,371,152,76,102,154,175,96,91,630,163,88,139,354
NM_001173539,1391,707,1399,3496,1493,797,1105,1928,1052,609,627,4373,2055,1096,1913,3722
NM_001173542,981,505,1019,2603,1075,569,770,1437,704,413,409,2969,1564,855,1420,2894
NM_001367624,128,64,115,271,110,61,72,126,79,47,43,439,156,86,190,448
NM_153813,712,346,734,2077,560,293,381,1037,557,319,324,2834,1263,650,1287,3438
NR_148997,133,70,126,379,101,39,64,208,108,63,61,392,266,130,215,618
NM_001294340,1044,511,1141,2261,1297,658,920,1366,994,589,549,3434,1360,685,1331,2961
NM_000101,542,258,590,1474,673,319,417,865,519,287,298,1924,631,327,618,1697
NM_002461,261,118,292,811,364,179,263,368,261,162,168,1114,481,249,450,780
NR_024402,158,76,155,495,173,96,119,182,187,112,115,837,208,115,229,555
NM_178310,243,128,233,813,310,162,233,463,247,126,168,1024,373,202,352,1073
NM_178841,155,87,165,448,164,87,114,258,165,95,95,502,217,118,212,610
NM_001012759,152,69,191,420,249,136,184,254,174,107,95,769,200,123,166,559
NM_001142864,1501,761,1637,3337,1803,914,1378,2630,1207,704,743,3652,1592,823,1704,5258
NR_103774,156,72,183,468,204,104,126,388,115,65,74,579,251,123,248,844
NM_030928,252,129,244,890,261,142,193,488,223,120,112,1071,305,155,299,1072
NM_001323544,716,366,747,2044,816,402,603,1517,606,353,336,2009,1016,523,957,2223
NR_134671,77,36,92,306,87,51,74,139,98,56,46,512,85,41,98,293
NM_016209,57,29,78,222,75,44,60,81,72,41,34,403,54,24,68,200
NM_001294328,52,27,41,100,57,33,47,53,41,31,29,201,58,31,76,260
NM_005187,2217,1087,2368,6459,3474,1833,2569,4244,1655,892,1047,7569,3354,1791,3594,9016
NR_135194,34,19,53,109,37,21,35,75,20,12,11,114,46,32,61,224
NM_001290330,215,100,217,818,433,242,266,426,197,104,124,911,412,236,396,1136
NM_001243279,1440,713,1505,4065,1646,870,1164,2363,1456,830,830,7198,1954,1028,1911,5270
NR_147928,1439,713,1502,4056,1646,870,1163,2363,1450,827,829,7182,1953,1028,1909,5262
NR_024347,2,0,7,3,1,0,0,6,7,3,0,12,4,2,1,5
NM_004933,17,8,13,97,8,3,3,17,31,20,17,100,18,13,15,71
NM_001366322,0,0,1,12,2,0,0,2,0,0,0,9,0,0,0,7
NM_001201407,143,73,182,423,167,97,114,211,147,81,93,614,275,149,260,406
NM_013275,12016,5925,13272,24863,13371,6896,9970,14297,11420,6551,6505,38655,17350,8878,17011,28341
NM_001242885,106,49,98,338,116,57,99,200,103,59,50,267,163,90,170,374
NR_110931,1552,753,1788,2300,1278,642,951,1422,1298,759,732,3458,1783,911,1661,2408
NM_001363850,1423,679,1448,3026,1840,965,1330,1603,1300,734,751,4494,2157,1138,1929,3276
NM_199367,787,364,806,1623,1090,578,779,770,759,425,434,2453,1223,644,1056,1642
NM_001243131,1211,614,1362,2269,1524,800,1183,1733,1243,716,694,3734,1642,833,1602,3071
NM_153636,154,80,189,332,281,152,206,113,173,94,109,683,271,130,254,653
NM_001128141,4,3,5,37,3,3,2,22,17,10,2,58,11,4,11,28
NM_004413,3,3,5,24,3,3,2,19,9,6,1,53,10,4,11,17
NM_002768,346,179,384,1432,543,294,388,606,409,248,291,1999,593,326,630,1983
NM_153025,176,75,181,373,225,116,197,257,160,90,113,734,244,111,264,623
NR_073516,29,15,31,47,33,18,32,31,19,9,12,120,18,9,26,45
NM_052987,317,140,346,814,262,138,215,383,371,208,189,1276,440,241,414,1085
NM_152339,94,37,94,300,93,54,54,139,114,62,53,619,108,61,122,376
NM_004913,350,175,351,798,316,167,232,520,321,171,218,1141,378,189,375,1023
NR_036480,125,62,122,210,99,49,91,154,75,43,61,282,117,62,118,233
NR_110128,833,421,901,2062,947,514,686,1339,866,479,509,2834,946,487,1037,3105
NR_110126,858,431,899,1915,964,521,694,1274,899,505,515,2664,940,491,998,2911
NM_001286167,1428,701,1625,3480,1922,966,1358,2222,1679,970,912,5987,1950,1021,1965,4722
NM_032451,102,59,93,294,111,54,79,168,130,75,64,441,132,72,150,389
NM_014972,1387,684,1360,3026,1419,757,1142,1572,1206,729,744,5096,1912,1035,1747,3625
NM_002386,42,23,50,80,64,29,35,36,10,7,10,95,46,27,52,147
NM_001197181,21,13,15,76,27,19,22,27,30,16,19,77,17,7,18,94
NM_001242821,111,50,139,312,138,69,115,124,106,71,56,493,106,66,90,316
NM_145039,58,24,49,92,51,23,47,52,29,18,8,222,50,29,35,99
NR_003226,555,267,576,965,510,274,361,571,450,251,275,1528,473,226,467,1202
NM_001288709,117,69,139,484,233,136,156,188,189,112,86,1444,222,108,206,580
NM_001288708,117,69,139,471,233,136,156,187,189,112,86,1435,221,108,202,575
NM_001286209,233,110,234,448,301,158,222,318,132,78,78,742,132,74,136,381
NM_001481,212,102,206,399,251,130,183,275,116,68,68,618,106,62,120,316
NR_027335,66,34,65,179,105,53,73,101,62,39,31,307,41,27,49,155
NR_027336,43,21,52,124,64,30,47,72,46,29,24,204,31,18,35,119
NM_001098173,15,8,9,34,5,1,11,13,13,4,5,45,0,0,1,32
NR_126161,2789,1407,3293,5838,1804,937,1441,2180,2159,1252,1421,7655,2241,1173,2348,3260
NM_001318391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135178,152,76,211,412,231,125,192,363,199,106,147,610,70,32,92,174
NR_130771,7,6,6,52,10,4,6,15,7,1,3,20,7,6,9,23
NM_002582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_024456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001270766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001285449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_014287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_173803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_130756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_110901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001201472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001286516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001351994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_147845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001127206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_033914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001009606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_022119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_003460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_026675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_045011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_148970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001258033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_013302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001363519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_003370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001288659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_016025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_027155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_144672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001170721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_135179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_104420,1,0,2,5,6,1,4,12,5,4,5,11,0,0,0,1
NM_001190411,117,53,114,335,230,106,136,168,72,41,58,348,230,113,191,343
NM_001013672,30,14,28,39,34,18,26,28,26,17,27,117,44,24,47,70
NM_182705,26,11,32,63,137,68,78,106,50,28,29,303,98,51,101,110
NM_001366253,2494,1283,2865,5360,2949,1577,2285,3121,2261,1288,1246,9212,3574,1826,3305,6047
NM_001318006,389,199,408,962,384,201,295,541,404,212,242,1816,503,270,495,1176
NM_015721,248,127,319,780,481,217,330,486,278,159,162,1359,383,194,321,950
NR_024120,80,42,95,196,104,57,82,78,94,53,52,471,79,44,98,199
NM_016080,503,265,538,1032,461,246,377,529,479,289,276,2018,599,313,556,1067
NM_001317947,199,101,219,554,229,123,172,299,199,127,104,1096,237,120,189,573
NM_022463,120,66,145,530,102,59,90,230,122,67,65,984,124,65,142,398
NM_001205319,49,24,61,240,34,23,31,102,52,26,27,423,53,23,64,177
NM_001322841,6125,3084,6744,13613,8116,4297,6203,9737,5226,3015,3005,17768,8083,4196,7914,17918
NM_172367,12,5,15,45,14,7,16,24,9,7,7,52,6,2,6,30
NR_024058,3350,1626,3805,6530,3652,1931,2788,4116,3475,1906,2034,12640,4124,2144,4048,6280
NM_001080779,1027,537,1152,2866,1364,690,973,1906,904,502,540,4354,1532,805,1626,3768
