Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_002372,676,349,748,1063,319,158,249,515,725,407,454,2425,863,456,849,932
NM_001039763,164,86,215,516,191,99,142,215,134,80,64,479,219,130,247,340
NM_001303250,1084,570,1274,2263,1188,635,829,1210,1262,759,761,4267,1258,653,1266,1850
NR_045089,4,2,4,9,7,5,8,4,0,0,0,11,9,5,5,24
NM_033035,4,2,4,9,7,5,8,4,0,0,0,11,9,5,5,22
NM_139281,779,391,873,1632,964,490,707,972,887,543,475,3312,1062,627,995,1145
NM_001323375,7288,3646,7975,14561,8682,4616,6445,8755,5726,3370,3360,18161,10144,5394,9813,12245
NM_001308061,815,397,906,2116,1023,520,701,1081,801,448,470,3881,1261,677,1277,1290
NR_040093,635,313,731,1767,593,336,499,972,704,406,404,2803,976,528,980,1239
NM_001142474,523,252,586,1476,420,217,366,731,662,383,411,3192,753,410,809,1085
NM_001142476,397,194,450,1095,319,167,279,541,483,284,294,2382,591,329,624,756
NR_046678,54,26,70,211,27,8,31,39,111,59,80,591,62,29,79,125
NM_001347887,717,374,764,1645,899,467,659,1036,808,483,419,2897,1183,620,1157,1906
NR_110559,5,5,2,14,8,3,9,24,1,1,0,10,33,14,31,50
NR_104673,8,3,21,78,14,7,8,20,26,18,18,79,8,3,23,29
NM_001354897,1694,869,1921,3678,2021,1073,1465,2121,1755,1023,944,6536,2310,1215,2124,3298
NM_001204196,223,103,217,328,222,121,141,171,228,135,100,605,227,112,222,351
NM_003135,311,152,291,498,302,164,200,260,307,180,142,938,336,180,339,465
NM_005669,1359,692,1528,2806,1138,590,792,1303,1314,761,748,3973,1842,984,1757,2411
NM_152624,1087,530,1284,2026,1084,588,797,1070,1258,716,654,4268,1438,774,1314,1686
NM_001085377,1275,643,1443,2847,680,348,549,790,678,399,385,2686,1018,537,1011,1880
NM_001345975,1148,613,1388,2071,1191,621,896,1362,1299,759,773,4027,1311,686,1293,1360
NM_021614,101,44,115,371,69,38,44,141,74,51,35,304,52,30,52,92
NM_001278204,101,44,115,366,69,38,44,141,74,51,35,304,52,30,52,92
NR_130785,125,52,125,497,121,65,90,211,112,56,64,464,144,75,122,303
NR_134282,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NM_001300752,23,12,22,95,21,12,14,22,33,18,19,103,17,11,10,54
NM_001017398,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0
NM_005023,858,425,972,1745,877,466,688,1082,896,488,501,2761,1013,536,1041,1337
NM_152549,71,38,95,157,124,67,96,110,86,56,47,249,59,30,37,130
NM_001040440,71,38,95,158,125,67,100,112,86,56,47,249,59,30,37,130
NM_020177,912,474,1124,2254,1191,620,949,1132,923,535,576,4927,1398,746,1405,1702
NM_001164469,1421,729,1668,3570,1837,975,1333,2092,1512,877,944,6086,2022,1055,1995,2942
NR_109875,736,408,819,1847,850,458,587,956,781,450,467,3064,1013,541,1021,1433
NM_181836,449,238,547,1100,524,279,378,506,446,246,262,1842,564,292,555,765
NR_104674,19,7,18,57,14,11,9,8,8,4,5,28,24,13,16,32
NM_001323566,3,0,1,10,2,0,2,5,9,7,5,18,0,0,2,1
NR_033363,445,237,450,1132,443,223,328,403,487,285,252,1694,603,309,604,736
NM_001284,1508,770,1666,3418,1524,784,1184,1514,1687,1015,913,6889,2319,1241,2310,2317
NR_157085,1508,770,1666,3418,1524,784,1184,1514,1684,1014,913,6889,2319,1241,2310,2317
NM_173800,62,33,75,171,53,31,28,32,96,52,40,195,63,38,64,54
NM_001195581,3,2,5,19,5,3,6,9,1,0,0,26,7,2,5,15
NR_146218,766,380,938,1525,891,460,617,717,820,472,493,2493,839,469,862,1114
NR_146219,758,378,932,1516,886,458,614,715,815,468,485,2485,831,465,852,1107
NM_001308080,1389,712,1663,2765,1467,782,1045,1344,1457,820,842,4369,1595,862,1550,2044
NR_104675,17,6,14,31,17,11,13,25,8,4,7,32,16,6,26,33
NM_020796,1117,573,1251,3073,800,400,584,984,1126,640,624,3496,2379,1267,2267,3321
NR_109879,189,106,219,516,195,102,137,181,199,114,110,516,397,186,407,587
NR_147170,76,34,79,326,42,18,36,72,70,35,47,310,177,86,185,283
NR_104678,6,2,12,60,1,1,0,8,6,1,3,53,6,3,10,19
NR_046089,25,14,13,124,18,11,15,43,28,12,12,98,40,19,28,82
NR_104997,89,38,137,487,93,53,67,157,119,68,61,433,106,51,128,257
NR_104610,42,18,57,221,45,21,30,80,79,48,43,254,92,42,69,125
NR_104998,13,6,11,35,13,7,5,12,9,3,3,42,11,2,19,17
NM_173666,1152,550,1342,1477,1272,665,931,931,1181,689,683,2431,1255,680,1242,1168
NR_134249,137,62,132,326,153,85,126,140,94,54,59,483,222,102,181,330
NR_134250,203,88,215,467,212,110,171,206,171,100,86,897,278,139,256,454
NM_001349240,4023,2047,4360,9938,4709,2532,3566,5055,4219,2468,2480,15573,6008,3256,5594,8586
NM_001290322,4019,2045,4354,9932,4704,2530,3566,5052,4216,2465,2476,15546,6003,3254,5585,8583
NM_001286815,6763,3368,7271,14816,8779,4683,6402,10050,6067,3495,3333,19754,11594,6144,11090,17664
NM_001286814,4671,2329,4938,10258,5825,3109,4193,6730,4233,2447,2271,14183,8030,4226,7559,12172
NM_001199291,621,318,725,1500,592,317,438,759,595,334,366,2101,941,512,910,1046
NM_001367956,4,2,2,1,0,0,0,4,0,0,1,3,0,0,0,1
NM_016644,45,26,41,188,47,24,37,55,25,12,12,179,53,25,55,117
NM_001300783,45,26,41,188,47,24,37,55,25,12,12,179,53,25,55,117
NR_104999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NM_152546,513,253,609,1035,469,224,353,608,523,316,311,1821,710,398,650,749
NM_002317,23,11,30,53,6,5,4,28,24,14,9,90,19,9,12,10
NM_207317,6,2,6,25,2,2,2,10,6,3,4,22,0,0,2,7
NM_001195535,9,6,7,16,13,8,5,4,5,1,1,27,3,1,0,7
NR_131762,150,69,170,567,225,117,187,1568,296,181,173,1493,360,178,354,714
NR_051996,39,23,33,138,50,22,36,333,63,37,45,366,65,33,42,167
NR_134281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_109881,88,46,99,223,173,93,143,198,129,62,67,354,101,49,104,231
NM_001278199,994,510,1087,2034,1939,1052,1374,1499,1072,640,593,3981,1557,814,1494,1482
NM_003100,990,508,1084,2032,1938,1052,1372,1498,1072,640,593,3977,1550,812,1492,1480
NR_146145,146,67,167,362,442,240,295,321,232,134,116,764,285,144,278,466
NM_014035,144,65,165,360,442,240,295,321,232,134,116,758,285,144,278,463
NM_000943,6,5,7,24,13,4,16,12,15,12,4,15,20,11,17,21
NR_146771,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
NM_001136239,8,4,13,67,41,24,22,30,23,9,9,38,25,12,15,22
NM_153223,755,376,891,1620,739,411,577,955,723,412,415,3073,841,429,853,1255
NM_001031812,1706,882,1897,3462,1813,967,1399,2082,1816,1053,1013,7055,2207,1203,2072,2140
NM_001364145,1703,880,1895,3455,1813,967,1399,2077,1815,1052,1012,7036,2200,1197,2063,2125
NR_125774,78,36,88,366,115,56,88,122,95,55,60,412,127,70,136,244
NM_020747,2156,1089,2455,4969,2009,1052,1459,1770,4239,2383,2438,17632,4219,2227,4056,3842
NR_109887,11,8,10,88,24,13,15,38,18,7,6,83,27,14,18,41
NR_105042,1,1,2,4,0,0,0,1,0,0,0,5,0,0,0,5
NR_105040,4,2,3,12,3,3,3,6,6,2,1,4,4,2,5,4
NM_001146319,779,429,899,1499,453,239,305,775,599,332,368,1732,1027,541,1045,2056
NM_001146320,694,386,820,1311,393,206,268,693,571,318,339,1519,952,502,955,1786
NM_001201377,63,30,65,196,54,30,54,44,41,19,27,302,46,27,45,99
NM_032177,399,193,465,863,352,184,311,458,440,258,193,1764,404,209,395,729
NM_207408,0,0,3,5,0,0,0,1,3,2,2,13,5,3,1,10
NR_134485,149,78,200,437,155,78,141,159,232,133,123,967,221,121,211,462
NR_134488,1523,774,1690,3303,1594,866,1125,1965,1955,1097,1144,6767,2187,1166,2204,3885
NM_178450,1406,688,1488,3306,1080,545,820,785,1352,751,777,4903,1460,781,1394,1991
NM_001164479,335,181,368,575,167,89,121,257,236,140,156,839,376,208,312,344
NM_001308119,24,12,28,102,12,7,12,25,6,4,7,105,15,11,15,41
NM_032446,49,25,53,146,23,14,19,32,24,13,14,140,21,16,16,51
NM_130809,788,408,790,1689,537,286,389,639,677,386,391,3000,846,446,874,1035
NM_001048252,1,0,2,7,0,0,0,0,0,0,0,18,0,0,0,10
NM_001317938,390,192,466,969,289,167,213,386,342,187,210,950,322,180,283,660
NR_152804,3320,1640,3617,6291,2928,1542,2310,3013,3255,1860,1878,9007,3648,1947,3540,5344
NM_001046,1678,845,1760,3216,1490,801,1085,1213,1397,812,776,4424,1905,1018,1835,2244
NM_001999,60,31,74,268,78,45,68,85,62,35,29,213,77,41,77,192
NM_014031,11,5,25,132,20,10,16,30,19,10,14,117,24,12,25,60
NM_001017372,11,5,25,132,20,10,16,30,19,10,14,117,24,12,25,60
NM_016048,132,69,160,302,141,93,106,149,98,57,73,518,141,75,150,216
NM_133638,59,28,53,253,71,47,50,78,45,21,28,248,69,30,74,149
NM_001257308,2,1,2,13,0,0,0,8,0,0,0,11,9,6,7,4
NM_175856,50,23,58,219,70,34,43,59,23,16,15,178,45,23,47,104
NM_005340,164,91,185,348,213,111,141,212,144,91,70,586,226,118,200,323
NR_024610,156,86,171,329,190,99,125,202,140,90,65,538,216,109,205,313
NR_121658,276,133,302,757,344,189,329,393,315,177,186,1352,481,234,467,675
NM_020240,6938,3585,7697,13634,8460,4541,6260,8707,7004,4057,4071,24910,10462,5472,10209,13255
NM_001164386,5047,2534,5603,10663,6398,3331,4711,6565,5677,3305,3258,19471,8074,4210,7806,10040
NM_001346114,3735,1930,4102,8750,4038,2082,3007,4288,4366,2540,2543,19495,5558,2872,5451,7057
NM_001303622,66,33,71,232,96,50,70,77,57,28,20,225,69,35,83,121
NM_001205250,2,2,2,21,8,2,9,11,3,2,4,35,6,2,6,35
NR_047470,11,4,20,105,19,12,20,35,36,27,18,198,91,45,97,150
NM_001365678,152,79,173,688,166,86,120,187,255,151,167,1200,531,252,468,973
NM_004199,142,77,169,628,158,82,109,166,239,140,153,1102,452,214,384,898
NM_001131027,30,18,38,148,19,10,14,17,16,6,12,130,54,24,42,127
NM_003059,39,16,48,134,92,50,72,139,26,18,8,185,146,73,150,408
NR_110997,62,25,63,210,172,96,140,211,50,31,23,286,251,139,261,582
NM_001308122,103,55,98,323,98,53,85,189,134,78,93,465,245,128,238,627
NM_003060,103,55,98,323,98,53,85,189,134,78,93,465,245,128,238,627
NR_161242,2741,1409,2904,5675,2584,1352,1975,3590,2815,1579,1569,9418,4106,2176,3798,9081
NM_001354924,739,345,789,2345,841,443,590,1118,757,418,396,4343,1226,627,1109,3430
NM_005732,2263,1127,2425,5430,2357,1214,1729,2670,2470,1453,1357,9062,3215,1685,3156,5322
NR_132124,276,145,285,743,339,175,242,407,252,152,167,1357,389,211,430,789
NR_132125,1005,521,1030,2542,1055,545,754,1361,1026,590,519,3797,1289,678,1273,2929
NM_001354992,42,24,63,139,62,31,42,74,62,36,26,231,39,18,29,154
NM_001354990,79,42,70,210,148,79,110,249,45,24,28,425,152,78,127,286
NR_134248,22,13,23,52,35,16,28,66,8,4,5,63,43,20,27,62
NM_007054,1175,626,1353,2518,1194,609,852,1089,1093,647,669,4093,1373,724,1271,1938
NM_001039780,220,122,227,610,195,93,138,255,166,99,103,869,213,112,228,692
NM_001098811,683,359,739,1974,625,322,488,977,656,372,354,2578,835,424,811,2379
NM_001098813,488,257,536,1376,442,227,370,684,455,264,233,1736,603,305,594,1728
NM_175873,6,3,6,24,14,6,11,5,7,1,3,21,5,3,5,10
NM_001172700,91,43,84,449,103,55,87,134,98,57,59,851,103,52,119,475
NM_001288825,8,3,9,46,13,4,6,30,23,12,16,110,42,27,31,49
NM_014423,2809,1409,3218,6946,3134,1644,2391,3084,2903,1653,1748,11381,4299,2233,4147,5427
NM_001300817,432,214,530,978,457,261,343,539,387,242,219,1437,514,280,537,765
NM_002154,1317,665,1501,2734,1242,665,967,1346,1188,666,703,4538,1564,837,1570,2218
NM_015082,74,44,85,291,119,64,86,215,60,30,38,503,126,65,135,351
NR_131252,8,5,7,5,1,1,1,2,0,0,0,3,0,0,0,2
NM_020199,564,274,571,1030,568,308,421,555,574,331,345,2018,708,362,715,904
NM_003374,1121,534,1210,2538,1515,770,1130,1595,1187,659,712,4625,1676,884,1629,2726
NM_001346425,1851,907,1907,5068,3273,1695,2372,4462,2225,1300,1191,10530,3891,2054,3720,7692
NM_001366502,1435,689,1479,3785,2482,1307,1774,3316,1695,1000,874,7257,2881,1523,2763,5647
NM_170679,1361,732,1526,3439,2229,1171,1686,2902,1644,957,933,7522,2266,1209,2207,3335
NM_006930,754,396,844,1804,947,494,734,1074,822,476,479,3923,1055,554,1069,1387
NM_002715,1528,746,1727,3648,1720,918,1358,1870,1535,879,956,6342,2077,1045,1973,2861
NM_001355019,1315,640,1504,3035,1463,786,1149,1476,1302,740,817,5327,1780,897,1689,2384
NM_001349365,629,300,681,1554,655,328,451,685,563,326,362,2754,929,492,914,1245
NM_016508,477,229,530,1156,494,249,337,497,405,239,269,1739,703,371,693,887
NM_003337,836,442,898,1789,849,456,661,818,717,414,494,3867,1155,595,1129,1211
NM_080656,244,127,298,587,269,127,194,326,276,148,170,1220,407,218,386,626
NR_105044,13,4,18,29,10,6,13,12,1,0,0,21,34,18,37,37
NM_001308143,1711,892,1635,4400,2520,1295,1698,3286,1466,843,892,5939,2421,1258,2554,5176
NM_001033503,550,281,604,1204,557,290,390,619,481,275,311,1750,713,374,644,915
NM_001252231,1124,568,1287,2706,970,488,701,991,1199,691,674,4603,2028,1078,1972,2051
NM_001745,140,67,151,455,251,123,177,214,162,84,93,942,232,128,228,374
NM_001300860,1190,604,1279,1801,1381,735,965,1179,1238,697,754,3694,1409,717,1267,1683
NM_152409,472,251,578,849,516,293,408,535,403,226,241,1744,638,349,597,888
NM_024715,737,368,865,1327,621,336,512,578,674,381,384,2016,781,408,708,1057
NM_032151,4278,2277,4909,7369,4773,2519,3934,5523,4282,2506,2717,11420,5920,3143,6323,7400
NM_178019,75,36,89,203,105,56,80,152,70,44,46,337,101,56,97,186
NM_002653,18,10,27,89,8,2,8,19,5,2,0,10,14,10,17,83
NR_161235,522,262,504,1292,616,301,415,742,362,208,213,1564,546,299,571,1720
NR_037895,2,0,1,8,0,0,0,0,1,1,0,0,0,0,0,1
NM_004893,1429,704,1432,2620,1460,772,1058,1680,1343,726,810,4055,1477,800,1388,3653
NM_130848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099221,7,4,3,4,0,0,0,7,6,4,0,0,6,3,5,2
NM_004887,0,0,1,10,1,1,0,0,0,0,0,0,3,2,3,2
NM_001349335,41,19,53,266,57,28,56,96,43,24,34,223,131,68,120,253
NM_001349345,41,19,52,264,57,28,55,96,43,24,34,220,131,68,120,253
NR_027127,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001365196,0,0,0,3,0,0,0,5,1,0,0,0,3,2,3,3
NM_000590,0,0,0,3,3,2,1,2,3,1,0,6,3,2,2,1
NR_152420,2,1,1,3,0,0,3,2,0,0,0,2,0,0,0,0
NM_002302,0,0,0,5,1,0,1,1,3,3,1,7,0,0,1,7
NM_000358,7,6,11,20,8,4,7,11,5,4,1,37,13,6,6,30
NR_026763,29,17,39,110,36,16,26,60,36,20,22,173,71,32,86,162
NM_001001419,495,242,549,1290,531,276,359,609,580,299,342,2672,707,369,694,973
NM_001167576,52,23,60,194,57,32,37,81,61,34,28,176,85,35,81,115
NR_133682,39,15,49,149,47,28,35,60,46,26,19,144,75,31,71,97
NM_004598,98,45,110,388,87,44,46,91,68,32,35,290,112,56,117,168
NM_017415,715,342,818,1765,902,478,668,723,805,472,475,2427,1063,584,965,1450
NM_006805,724,374,847,1976,799,421,583,1035,898,526,495,5194,830,442,850,1531
NR_002713,111,59,128,240,49,26,26,50,109,60,50,324,187,98,207,176
NM_006790,383,185,401,1017,279,146,203,190,444,256,283,1611,478,263,490,630
NM_014386,1244,662,1328,2722,1202,642,883,1241,887,511,528,4110,1164,613,1161,2122
NM_016603,2839,1388,3154,5832,2752,1424,2083,2896,2842,1648,1591,9899,3473,1834,3240,4205
NR_037900,62,36,71,132,49,28,25,67,63,33,39,260,69,34,78,116
NM_058244,6,5,2,12,4,4,2,7,5,3,3,16,1,0,6,20
NR_125351,6,5,2,11,4,4,2,6,6,4,3,16,1,0,3,20
NM_003551,24,14,33,95,22,10,12,19,20,11,17,137,23,12,29,71
NM_139199,424,221,448,846,512,261,378,536,413,245,233,1388,464,245,509,916
NM_001164326,315,163,353,658,424,220,315,410,351,210,205,1141,406,211,462,737
NM_005733,250,128,290,612,243,140,202,311,272,152,167,1297,330,173,302,666
NM_004661,408,215,478,1066,462,222,335,544,470,262,261,1864,645,327,588,991
NM_001496,8,5,17,62,21,13,20,19,26,15,13,85,19,9,21,65
NM_001364026,388,199,405,883,369,182,272,395,449,259,261,1801,492,257,454,875
NM_001318098,388,199,402,874,369,182,272,391,448,259,261,1793,492,257,454,868
NR_146628,10,5,9,17,14,6,6,12,3,2,2,60,10,7,5,26
NM_001135647,621,326,675,1604,771,424,536,851,640,363,386,2889,822,444,826,1689
NM_016604,1852,922,2007,4205,2232,1144,1553,2429,2010,1138,1165,7601,2443,1265,2379,3655
NM_001271803,11,5,12,70,13,5,5,24,9,3,3,101,19,12,22,118
NM_001964,99,50,106,435,142,72,110,630,272,152,160,2369,198,107,211,584
NM_001291974,1514,748,1713,2532,1374,719,1015,1585,1257,697,728,4566,1485,773,1491,2445
NM_001291975,1609,811,1813,2788,1500,785,1105,1758,1400,773,811,5048,1614,840,1648,2681
NM_004134,1612,784,1639,2894,1494,758,1155,1525,1598,913,970,4727,1945,1031,1841,2457
NR_134244,13,7,15,28,4,0,2,20,8,5,5,35,11,5,8,14
NM_001290307,2316,1187,2679,5224,2792,1471,2037,3443,2046,1169,1237,6188,2912,1480,2710,4590
NM_015564,24,14,55,109,42,23,39,67,52,28,37,118,43,21,41,106
NM_001037633,3186,1576,3472,6283,3803,1931,2814,3888,3082,1750,1894,9421,4948,2629,4809,6830
NR_003141,182,98,231,319,271,147,230,262,254,148,128,698,206,101,186,366
NR_109830,640,338,687,1637,872,443,625,943,711,375,400,3663,947,510,833,1405
NM_016480,637,335,682,1636,871,443,625,943,711,375,400,3659,947,510,832,1404
NM_152685,721,345,783,1733,831,441,589,1352,689,407,413,3065,819,439,720,2047
NM_001161546,187,94,212,535,256,148,201,516,248,137,135,1326,329,181,341,836
NM_194296,388,178,361,867,458,221,356,648,507,272,292,1815,640,350,624,1195
NM_152686,391,181,423,834,454,225,360,486,348,197,209,1377,604,324,590,1103
NR_121659,33,17,55,119,53,31,34,75,43,23,16,166,46,21,37,228
NM_001367258,88,43,99,230,123,61,71,141,56,27,33,129,133,70,101,120
NM_181838,2749,1377,3036,5169,3196,1689,2323,2926,2922,1618,1685,11217,3752,1944,3667,6163
NM_001317201,1292,639,1277,4008,1835,981,1293,2656,1137,605,620,6408,2081,1055,2101,5603
NM_001317199,1287,636,1270,3889,1806,964,1257,2622,1112,593,608,6296,2057,1040,2069,5466
NR_105052,4,1,2,11,6,3,1,5,18,11,10,17,3,2,4,17
NM_032289,35,17,31,103,105,60,94,77,21,13,10,188,66,28,54,80
NM_001184935,2672,1330,2849,5341,9818,5097,7189,6430,3992,2304,2352,12319,9439,4906,8961,12060
NR_102741,22,11,31,46,18,9,16,30,23,12,17,108,35,20,51,32
NM_005859,331,173,383,825,281,151,211,330,339,212,181,1608,368,173,317,397
NM_001007189,27,14,26,70,31,16,22,36,33,17,26,85,33,15,25,45
NR_130738,43,19,63,86,54,27,55,66,48,29,43,87,31,18,24,59
NM_032412,805,407,814,1755,866,416,650,984,659,396,373,2560,1062,547,1043,2180
NM_002622,1148,591,1224,2039,1068,579,832,1216,1052,624,675,4093,1396,713,1353,2033
NM_001945,27,10,28,54,33,16,24,20,37,23,25,90,39,18,40,71
NM_031467,15,6,21,56,12,6,17,24,15,10,6,74,12,6,15,81
NM_001197030,1292,655,1537,2761,1494,790,1036,1592,1568,927,930,5243,1910,975,1950,2042
NM_017747,3115,1577,3550,6331,3305,1741,2402,3613,3517,2029,2075,11856,4447,2306,4373,4886
NR_045586,613,303,665,1460,741,368,524,810,615,363,355,2476,751,375,804,1519
NM_006051,166,85,190,312,181,102,131,182,162,96,107,828,220,126,234,337
NM_080670,89,46,112,233,125,72,103,112,106,62,58,369,163,94,128,304
NM_018502,182,92,212,448,218,108,162,245,203,127,115,979,268,132,257,491
NM_006083,351,199,394,641,456,225,311,392,336,172,207,1434,508,264,436,591
NM_017706,140,71,161,390,172,91,123,172,163,99,86,824,230,121,213,413
NM_001289093,661,336,737,1406,796,405,602,777,629,369,375,2220,886,460,869,1395
NM_002109,644,330,721,1370,778,397,593,765,621,365,372,2128,852,439,839,1343
NM_001363536,242,117,256,534,170,83,112,177,201,100,111,1045,276,142,252,365
NM_144723,247,121,267,328,250,126,185,170,165,96,92,622,281,145,251,266
NM_018900,64,36,70,233,41,28,35,61,30,16,25,198,66,38,56,103
NM_031496,4,3,3,4,0,0,0,4,0,0,1,1,0,0,0,0
NM_031500,4,3,10,17,5,3,6,3,6,3,6,12,2,1,2,13
NM_031848,3,1,1,3,0,0,0,0,0,0,0,2,2,1,1,0
NM_014005,6,5,2,4,0,0,0,2,0,0,0,5,2,1,7,0
NM_031859,0,0,0,8,0,0,1,0,0,0,0,10,0,0,0,9
NM_031861,3,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0
NR_105056,7,4,12,41,3,1,2,8,3,3,5,44,3,1,1,18
NM_018936,0,0,0,5,0,0,0,3,0,0,1,5,1,1,0,3
NM_018937,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
NM_018938,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
NM_015669,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
NM_018939,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_018940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_020957,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0
NM_019119,2,0,0,2,0,0,0,0,0,0,0,2,1,1,0,0
NM_018930,2,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
NM_018931,0,0,0,3,1,1,0,0,1,1,0,1,0,0,0,0
NM_018932,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
NM_018933,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,6
NM_018934,1,0,0,10,0,0,0,4,2,1,1,1,0,0,0,8
NR_001281,1,0,3,9,0,0,0,4,0,0,0,7,0,0,0,7
NR_001282,1,1,1,5,3,3,0,0,1,0,3,2,6,3,3,4
NM_018935,0,0,0,3,0,0,1,7,9,9,4,6,3,3,3,8
NM_018912,1111,544,1190,3185,1347,671,1039,1926,1285,682,758,5260,1211,631,1177,3906
NM_032009,3,0,0,8,2,1,3,0,5,5,0,4,1,1,0,3
NM_032087,3,1,5,6,0,0,0,4,9,3,3,12,13,7,4,28
NM_014004,8,1,5,8,10,5,7,6,3,0,0,20,1,0,5,25
NM_032091,34,21,35,91,19,10,24,32,31,22,15,149,33,16,38,68
NM_005219,2613,1337,2803,4770,3045,1607,2371,3048,2507,1428,1471,7872,3166,1651,2964,5004
NR_038333,147,76,167,272,183,108,116,176,122,73,73,404,168,81,149,396
NR_149169,344,176,425,748,473,250,328,435,411,221,252,1640,563,283,554,814
NM_003883,342,175,425,746,473,250,328,435,411,221,252,1633,563,283,554,814
NM_001130029,143,69,154,410,151,85,105,302,120,65,74,468,174,98,163,537
NM_033449,354,164,380,1101,470,255,337,643,323,177,196,1404,465,261,435,1251
NM_022481,22,9,21,99,25,13,11,34,21,13,17,113,20,13,20,56
NM_032420,0,0,0,20,1,0,1,14,4,3,2,32,0,0,1,6
NM_001142603,488,238,550,971,529,273,369,526,468,293,256,1552,636,365,616,974
NM_016580,141,71,135,334,159,92,101,192,168,89,82,454,191,97,165,328
NM_183399,480,248,533,1358,512,281,355,660,467,267,245,1928,765,394,731,1280
NM_004290,349,177,370,1012,369,199,261,404,333,184,170,1312,488,259,465,720
NM_005471,143,67,136,497,117,51,96,179,97,55,59,611,257,138,256,383
NM_030571,45,21,68,231,42,19,32,40,119,73,70,570,97,45,102,206
NM_001127496,44,22,50,76,41,18,28,125,13,7,6,55,39,17,43,20
NR_120664,129,59,165,402,98,57,63,169,88,52,61,423,126,73,128,206
NM_001257205,18,9,19,118,27,11,17,28,29,22,11,150,20,13,23,81
NR_110558,1,0,0,21,7,5,4,10,0,0,0,15,2,1,7,12
NM_001135608,5897,2982,6404,15879,9551,5032,6967,11970,6001,3498,3404,24528,6877,3597,6587,18789
NR_046680,6,2,8,20,0,0,0,4,6,5,8,12,10,5,5,14
NM_001018075,12280,6175,13569,32823,17207,8851,13274,20247,14724,8388,8736,63055,17669,9371,17035,34304
NM_001364183,12243,6160,13535,32702,17176,8837,13245,20204,14648,8348,8700,62789,17600,9329,16959,34088
NM_001364185,11127,5615,12347,29964,16525,8500,12747,19421,13611,7744,8057,58425,16393,8686,15754,31229
NM_001204265,9678,4865,10732,26388,14473,7444,11159,17191,11942,6788,7080,52182,14373,7640,13777,27688
NM_021182,13,7,24,52,25,19,30,15,30,19,22,72,8,7,23,25
NM_001271732,185,87,227,524,155,86,103,148,273,163,158,1311,249,121,288,295
NM_020768,103,55,124,436,116,58,86,132,161,87,71,661,214,110,209,302
NM_182960,61,33,50,200,19,10,13,24,17,9,12,69,62,29,49,178
NM_001080516,0,0,0,11,2,1,0,1,0,0,0,4,0,0,0,1
NM_152550,33,14,34,129,39,19,29,21,13,7,13,134,35,19,25,41
NM_001029869,25,14,34,98,43,18,30,53,50,33,46,214,70,33,74,93
NM_001317964,1182,580,1346,2388,1084,608,817,1112,1386,802,792,5377,1391,723,1296,1686
NM_020117,1173,575,1337,2371,1081,605,816,1108,1385,802,790,5340,1379,719,1291,1676
NM_018989,1633,823,1914,3518,1720,928,1312,1990,1728,996,913,6622,2105,1139,2090,2711
NM_006706,2149,1113,2277,3709,2397,1285,1795,2423,2254,1299,1310,6589,2664,1405,2440,3270
NM_001271900,115,59,129,491,123,65,87,170,95,56,57,463,111,51,126,306
NR_047115,2,1,0,4,0,0,0,0,0,0,0,1,2,0,0,0
NR_147190,19,15,30,75,10,6,15,26,18,10,16,80,34,23,29,44
